# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000132357    5   40741286   40960275     99      13  158314      -2.4315   -7.9048e-14      -2.4315
ENSG00000112936    5   40809354   41083041    170      31  159951      -3.0645   -7.9048e-14      -3.0645
ENSG00000171495    5   40898119   41171444    159      29  160319      -2.7015   -7.9048e-14      -2.7015
ENSG00000039537    5   41042336   41361540    143      24  158897      -2.1927   -7.9048e-14      -2.1927
ENSG00000182836    5   41207056   41610730    179      36  155281     -0.75497    -7.927e-14     -0.75497
ENSG00000083720    5   41630167   41970621     83       6  147433     -0.92399    -7.927e-14     -0.92399
ENSG00000205765    5   41804290   42021738     47       4  146657     -0.76452    -7.927e-14     -0.76452
ENSG00000151876    5   41825356   42041845     46       4  147243     -0.79587    -7.927e-14     -0.79587
ENSG00000112964    5   42323879   42821979    122      13  149494      -1.7805    -7.927e-14      -1.7805
ENSG00000198865    5   42656903   42902462     71      10  149310      -1.4562    -7.927e-14      -1.4562
ENSG00000250722    5   42699982   42987494    106      16  152411      -1.7933    -7.927e-14      -1.7933
ENSG00000177721    5   42939335   43143272     71       9  154771      -1.2278    -7.927e-14      -1.2278
ENSG00000172262    5   42965278   43292123    105      16  153186      -1.1479    -7.927e-14      -1.1479
ENSG00000177453    5   43092173   43380952     94      15  151250     -0.55605    -7.927e-14     -0.55605
ENSG00000112972    5   43189497   43413614     64      10  150347     -0.17098   -7.9242e-14     -0.17098
ENSG00000151882    5   43276747   43512493     66       8  153619      0.32007    -7.927e-14      0.32007
ENSG00000151881    5   43344354   43583995     65       6  155154      0.27689    -7.927e-14      0.27689
ENSG00000172244    5   43386803   43615247     65       5  156243      0.15611   -7.9242e-14      0.15611
ENSG00000172239    5   43426369   43657860     67       5  155439     0.046929   -7.9249e-14     0.046929
ENSG00000112992    5   43502794   43807507     68       7  157433     -0.10807   -7.9256e-14     -0.10807
ENSG00000070193    5   44203646   44489808     83      12  158237      0.28442    -7.927e-14      0.28442
ENSG00000112996    5   44709027   44920530     56       3  156899       4.0846   -7.9048e-14       4.0846
ENSG00000164588    5   45159349   45796253    131      10  160132       4.7503   -7.9048e-14       4.7503
ENSG00000170571    5   49592026   49839082     51       5  155181       4.4462   -7.9048e-14       4.4462
ENSG00000151883    5   49861733   50242356    110      17  155639       1.2065    -7.927e-14       1.2065
ENSG00000016082    5   50578921   50790564     52       6  156983      -1.2903    -7.927e-14      -1.2903
ENSG00000248789    5   51203865   51476821     80      12  157424      0.53226    -7.927e-14      0.53226
ENSG00000213949    5   51983730   52355040    273      47  159915      -0.6428    -7.927e-14      -0.6428
ENSG00000152684    5   51983774   52199880    158      31  159292     -0.60035    -7.927e-14     -0.60035
ENSG00000164171    5   52185156   52490609    220      36  160442     0.067241   -7.9256e-14     0.067241
ENSG00000164172    5   52291509   52505893    151      24  160403      0.51561    -7.927e-14      0.51561
ENSG00000134363    5   52676239   52882964     64      16  160212      -1.9482    -7.927e-14      -1.9482
ENSG00000164258    5   52756463   53079168     91      15  160076      -1.9181    -7.927e-14      -1.9181
ENSG00000185305    5   53079775   53706412    291      55  156843      -0.2316   -7.9242e-14      -0.2316
ENSG00000169271    5   53651445   53852207    113      26  159389      -1.8351    -7.927e-14      -1.8351
ENSG00000178996    5   53713589   53942415    166      34  159226       -1.189    -7.927e-14       -1.189
ENSG00000249016    5   54152063   54353674    105      25  156855     -0.27257    -7.927e-14     -0.27257
ENSG00000164283    5   54173692   54418499    117      28  155878     -0.68762    -7.927e-14     -0.68762
ENSG00000113088    5   54220081   54430398     96      22  156661     -0.54089    -7.927e-14     -0.54089
ENSG00000145649    5   54298476   54506080     74      10  157951     -0.48252    -7.927e-14     -0.48252
ENSG00000164287    5   54308799   54569005     99      12  158420     -0.55379    -7.927e-14     -0.55379
ENSG00000164294    5   54355946   54562899     89      10  158551     -0.66027    -7.927e-14     -0.66027
ENSG00000234602    5   54415442   54623143     87      10  160782       -0.534    -7.927e-14       -0.534
ENSG00000152669    5   54426980   54629508     85      10  160767     -0.52766    -7.927e-14     -0.52766
ENSG00000067248    5   54452073   54703550    102       9  160443     -0.52657    -7.927e-14     -0.52657
ENSG00000039123    5   54503588   54821409    107       6  160145     -0.52796    -7.927e-14     -0.52796
ENSG00000067113    5   54620682   54930878     87       5  160396     -0.61486    -7.927e-14     -0.61486
ENSG00000177058    5   54821673   55169022    106      12  159093      -1.3609    -7.927e-14      -1.3609
ENSG00000152670    5   54933845   55212985    102      13  158674      -1.1164    -7.927e-14      -1.1164
ENSG00000164509    5   55047207   55318678     88      15  157469      -1.3996    -7.927e-14      -1.3996
ENSG00000268280    5   55124468   55324569     62      13  157309     -0.99429    -7.927e-14     -0.99429
ENSG00000134352    5   55130923   55390821     83      20  158419      -1.4658    -7.927e-14      -1.4658
ENSG00000164512    5   55295507   55629186    141      34  158481      -1.8929    -7.927e-14      -1.8929
ENSG00000248727    5   55653622   55877773    144      44  159259     -0.58724    -7.927e-14     -0.58724
ENSG00000225940    5   55707394   56002059    202      63  157943      -1.4558    -7.927e-14      -1.4558
ENSG00000095015    5   56011401   56291979    134      14  160570       -1.427    -7.927e-14       -1.427
ENSG00000155542    5   56105087   56321359    111      13  160397      -1.6039    -7.927e-14      -1.6039
ENSG00000155545    5   56115429   56367502    123      18  160496      -1.6899    -7.927e-14      -1.6899
ENSG00000062194    5   56369775   56660506     82      10  154626    -0.041687   -7.9249e-14    -0.041687
ENSG00000169067    5   56675846   56878636    101      21  155314     -0.21705   -7.9242e-14     -0.21705
ENSG00000145632    5   57649809   57856087    101      16  156931       2.7514   -7.9048e-14       2.7514
ENSG00000175857    5   57687262   57892917     95      15  155404       2.6993   -7.9048e-14       2.6993
ENSG00000250127    5   57737394   57954070     97      16  155817       2.3476   -7.9048e-14       2.3476
ENSG00000152932    5   57778048   58255213    232      46  159931       2.1979   -7.9048e-14       2.1979
ENSG00000113448    5   58164865   59917947    718     102  158170       1.6746    -7.927e-14       1.6746
ENSG00000224838    5   59626565   59826939     71      14  156580      0.27387    -7.927e-14      0.27387
ENSG00000035499    5   59792739   60096017    104      13  153714       1.8334    -7.927e-14       1.8334
ENSG00000164181    5   59947618   60240216    101      14  155911       2.8981   -7.9048e-14       2.8981
ENSG00000049167    5   60069658   60340900     79       9  155820       3.0155   -7.9048e-14       3.0155
ENSG00000164182    5   60140956   60548853    108      10  156274       2.5352   -7.9048e-14       2.5352
ENSG00000269267    5   60311538   60511762     55       7  156427       2.2554   -7.9048e-14       2.2554
ENSG00000188725    5   60353536   60558301     65      10  154772        3.471   -7.9048e-14        3.471
ENSG00000130449    5   60528100   60941997    147      25  157739       5.1351   -7.9048e-14       5.1351
ENSG00000178722    5   60833535   61147590    182      38  159198       1.6558    -7.927e-14       1.6558
ENSG00000068796    5   61501989   61933076    154      10  160806       1.5361    -7.927e-14       1.5361
ENSG00000086189    5   61583081   61799766     88       7  161004       1.7208    -7.927e-14       1.7208
ENSG00000086200    5   61599799   62024409    157      11  160614       1.5132    -7.927e-14       1.5132
ENSG00000268942    5   61708070   61908309     86       6  160742        1.584    -7.927e-14        1.584
ENSG00000186105    5   61774562   61977275     61       6  160470       1.6596    -7.927e-14       1.6596
ENSG00000178394    5   63156183   63358334     37       6  160498       1.9925    -7.927e-14       1.9925
ENSG00000164197    5   63361671   63768696     79       6  156628       3.3049   -7.9048e-14       3.3049
ENSG00000186479    5   63702084   64008139    119      23  159940       1.1108    -7.927e-14       1.1108
ENSG00000145642    5   63886135   64113917     82      18  160833     0.013887   -7.9253e-14     0.013887
ENSG00000153006    5   63913971   64164512     78      14  160694      0.37926    -7.927e-14      0.37926
ENSG00000153015    5   63964757   64414590    143      22  160004       1.6078    -7.927e-14       1.6078
ENSG00000049192    5   64344563   64877747    206      30  159273       1.2052    -7.927e-14       1.2052
ENSG00000123219    5   64713593   64958998     97       9  159954      0.46261    -7.927e-14      0.46261
ENSG00000113593    5   64759063   64983376     93       7  159414     -0.26021    -7.927e-14     -0.26021
ENSG00000113595    5   64785507   65021802     89       7  159470     -0.36417    -7.927e-14     -0.36417
ENSG00000113597    5   64820543   65062060     93       8  159693     -0.44135    -7.927e-14     -0.44135
ENSG00000253251    5   64820592   65026718     81       7  159440     -0.37935    -7.927e-14     -0.37935
ENSG00000197860    5   64861755   65118862    120      14  159908     -0.86205    -7.927e-14     -0.86205
ENSG00000123213    5   64918023   65267553    168      28  159645      -1.7003    -7.927e-14      -1.7003
ENSG00000112851    5   65122303   65478377    102      17  159606      -1.7939    -7.927e-14      -1.7939
ENSG00000153914    5   65335799   65579443     70      12  159813      -1.7556    -7.927e-14      -1.7556
ENSG00000069020    5   65792176   66565423    384      63  158812     -0.34163    -7.927e-14     -0.34163
ENSG00000134061    5   66378103   66592627     82      18  158036       1.0169    -7.927e-14       1.0169
ENSG00000253787    5   67385704   67594235     96      19  161099       1.0058    -7.927e-14       1.0058
ENSG00000145675    5   67411548   67697649    125      27  160199       1.2741    -7.927e-14       1.2741
ENSG00000145740    5   68289473   68526896     88      16  161064      0.38339    -7.927e-14      0.38339
ENSG00000134057    5   68362837   68574072     70      10  161405      -1.1917    -7.927e-14      -1.1917
ENSG00000153044    5   68385375   68606184     78       9  161405      -1.1775    -7.927e-14      -1.1775
ENSG00000134056    5   68413587   68625956     73       7  160829      -1.2345    -7.927e-14      -1.2345
ENSG00000134058    5   68430668   68673250     80       8  160358      -1.1223    -7.927e-14      -1.1223
ENSG00000183323    5   68476002   68728636     81       7  160366     -0.92564    -7.927e-14     -0.92564
ENSG00000085231    5   68546811   68765840     64       6  160069     -0.62431    -7.927e-14     -0.62431
ENSG00000152942    5   68565120   68810628     60       6  159980     -0.59805    -7.927e-14     -0.59805
ENSG00000152939    5   68610939   68840157     39       4  159213      -0.3752    -7.927e-14      -0.3752
ENSG00000197822    5   68688119   68953931     17       2  161302     -0.27315    -7.927e-14     -0.27315
ENSG00000145734    5   70651442   70963649     78       5  160860     -0.20691   -7.9242e-14     -0.20691
ENSG00000131844    5   70783115   71054531    111      16  159921     -0.69469    -7.927e-14     -0.69469
ENSG00000164326    5   70914990   71116875     95      23  159399      -1.0962    -7.927e-14      -1.0962
ENSG00000131711    5   71303061   71605395    128      30  158011      0.65769    -7.927e-14      0.65769
ENSG00000113048    5   71415236   71716473    106      24  155392       1.6063    -7.927e-14       1.6063
ENSG00000049883    5   71516194   71756052     85      17  154684       1.3226    -7.927e-14       1.3226
ENSG00000178175    5   71638479   71903554     94      14  158907     -0.29467    -7.927e-14     -0.29467
ENSG00000083312    5   72012139   72312560     85       8  160926      -3.2603   -7.9048e-14      -3.2603
ENSG00000157107    5   72151808   72486349    138      19  159588      -1.1733    -7.927e-14      -1.1733
ENSG00000157111    5   72316119   72527644    111      19  159146     -0.62734    -7.927e-14     -0.62734
ENSG00000164325    5   72369022   72570970     93      22  158709     0.099194   -7.9256e-14     0.099194
ENSG00000251493    5   72640654   72844352     81      14  158449      -1.6924    -7.927e-14      -1.6924
ENSG00000145741    5   72694233   72901460    104      18  159193      -1.9446    -7.927e-14      -1.9446
ENSG00000164331    5   72748160   72961511    113      17  159186      -1.3851    -7.927e-14      -1.3851
ENSG00000164338    5   72761268   72977794    112      16  159166      -1.2449    -7.927e-14      -1.2449
ENSG00000268217    5   72794203   72996845    107      14  160247     -0.96879    -7.927e-14     -0.96879
ENSG00000214944    5   72821983   73337818    298      42  159433      -1.1508    -7.927e-14      -1.1508
ENSG00000171617    5   73823234   74037249    115      29  158889     -0.49432    -7.927e-14     -0.49432
ENSG00000049860    5   73835848   74118472    130      28  159129     -0.72054    -7.927e-14     -0.72054
ENSG00000164347    5   73917029   74163196    114      20  159184     -0.48939    -7.927e-14     -0.48939
ENSG00000164346    5   73962817   74172737     86      12  161156     -0.10056   -7.9256e-14     -0.10056
ENSG00000198780    5   73973399   74262776     98      16  161187     -0.42424    -7.927e-14     -0.42424
ENSG00000176928    5   74223289   74426724     76      15  158862      0.96662    -7.927e-14      0.96662
ENSG00000145700    5   74264100   74632703    120      15  159086      0.87366    -7.927e-14      0.87366
ENSG00000113161    5   74532154   74757929     74      10  158640       1.7939    -7.927e-14       1.7939
ENSG00000113163    5   74564311   74907963    102      11  158901       1.6365    -7.927e-14       1.6365
ENSG00000122008    5   74707581   74996969     90      11  158604       1.6821    -7.927e-14       1.6821
ENSG00000189045    5   74807284   75067671     97      13  158806       1.1916    -7.927e-14       1.1916
ENSG00000152359    5   74869949   75113313     94      14  159264      0.87925    -7.927e-14      0.87925
ENSG00000122012    5   75278997   75749764    218      44  159111      -1.9095    -7.927e-14      -1.9095
ENSG00000145703    5   75599074   76103957    292      59  160201     -0.86514    -7.927e-14     -0.86514
ENSG00000164220    5   75811307   76019259    177      34  159989      -1.5222    -7.927e-14      -1.5222
ENSG00000181104    5   75911868   76131606    151      29  159733     -0.18712   -7.9242e-14     -0.18712
ENSG00000164251    5   76014758   76231140     76      15  159653       1.0297    -7.927e-14       1.0297
ENSG00000171643    5   76045826   76317475    113      26  159770       1.1192    -7.927e-14       1.1192
ENSG00000145708    5   76148538   76376983     95      23  159596   -0.0065558   -7.9252e-14   -0.0065558
ENSG00000164252    5   76225076   76461059    121      31  160671      0.19965   -7.9242e-14      0.19965
ENSG00000132846    5   76267897   76483148    110      28  161220     -0.35808    -7.927e-14     -0.35808
ENSG00000113231    5   76406274   76825632    242      42  159822     -0.43795    -7.927e-14     -0.43795
ENSG00000164253    5   76621795   77016436    217      39  159278      -1.2429    -7.927e-14      -1.2429
ENSG00000171540    5   76824538   77035513     90      23  159563      -2.0268   -7.9048e-14      -2.0268
ENSG00000171530    5   76886991   77264604    189      39  158752     -0.56003    -7.927e-14     -0.56003
ENSG00000132842    5   77196349   77690579    169      31  159454       1.8457    -7.927e-14       1.8457
ENSG00000085365    5   77556339   77876562    140      18  160624       1.7789    -7.927e-14       1.7789
ENSG00000145685    5   77681038   78165844    198      33  160185      0.17186   -7.9242e-14      0.17186
ENSG00000113273    5   77973032   78381910    193      37  158885     -0.58761    -7.927e-14     -0.58761
ENSG00000132837    5   78193438   78631861    184      27  158422      0.10347   -7.9256e-14      0.10347
ENSG00000132840    5   78265540   78485289    108      16  157707      0.21512   -7.9242e-14      0.21512
ENSG00000145692    5   78307602   78528108     81      11  156466      0.46463    -7.927e-14      0.46463
ENSG00000268012    5   78423714   78623911     41       3  158684      0.49222    -7.927e-14      0.49222
ENSG00000152409    5   78432012   78723038     74       9  159017      0.14549   -7.9242e-14      0.14549
ENSG00000152413    5   78568459   78910040    111      21  159767       1.8869    -7.927e-14       1.8869
ENSG00000164329    5   78807943   79082471    111      23  160894       2.3391   -7.9048e-14       2.3391
ENSG00000164309    5   78885700   79196063    184      47  160403        1.145    -7.927e-14        1.145
ENSG00000177034    5   79175584   79387082     92      15  161057      0.57569    -7.927e-14      0.57569
ENSG00000113296    5   79187134   79479110    135      26  161090      0.82577    -7.927e-14      0.82577
ENSG00000164300    5   79307050   79651898    177      44  157916      0.56436    -7.927e-14      0.56436
ENSG00000164299    5   79515444   79717661     89      20  155275     -0.79793    -7.927e-14     -0.79793
ENSG00000039319    5   79603832   79875169    105      18  155992     -0.17788   -7.9242e-14     -0.17788
ENSG00000152380    5   79683788   79938382     99      16  156934    -0.072017   -7.9256e-14    -0.072017
ENSG00000189127    5   79752574   79966307    102      16  155674     -0.76262    -7.927e-14     -0.76262
ENSG00000228716    5   79822047   80050802    109      15  156300     -0.71475    -7.927e-14     -0.71475
ENSG00000271043    5   79845819   80046855     96      12  156981     -0.68444    -7.927e-14     -0.68444
ENSG00000113318    5   79850467   80272279    172      23  155895     -0.31574    -7.927e-14     -0.31574
ENSG00000113319    5   80156491   80625975    258      46  158425     -0.37957    -7.927e-14     -0.37957
ENSG00000131730    5   80429104   80662216    109      25  158777     -0.71902    -7.927e-14     -0.71902
ENSG00000131732    5   80497409   80709116     88      19  158535      -1.2034    -7.927e-14      -1.2034
ENSG00000172497    5   80525824   80789998     93      21  158704      -1.3878    -7.927e-14      -1.3878
ENSG00000145687    5   80608840   81147616    197      37  157453     -0.47485    -7.927e-14     -0.47485
ENSG00000152348    5   81167844   81672676    173      21  154381      0.31056    -7.927e-14      0.31056
ENSG00000186468    5   81469177   81674396     84      10  155009      0.76705    -7.927e-14      0.76705
ENSG00000205464    5   81475281   81782796    144      22  155944      0.39663    -7.927e-14      0.39663
ENSG00000174695    5   82248665   82473682     85      11  161389     -0.64638    -7.927e-14     -0.64638
ENSG00000152422    5   82273317   82749606    128      19  160937      -1.8331    -7.927e-14      -1.8331
ENSG00000038427    5   82667284   82978122    144      29  161078      0.81086    -7.927e-14      0.81086
ENSG00000145681    5   82833624   83117432    117      24  160338       1.4593    -7.927e-14       1.4593
ENSG00000164176    5   83136373   83780611    205      49  159719     -0.32657    -7.927e-14     -0.32657
ENSG00000127184    5   85813721   86016779     39       9  160106      -1.6762    -7.927e-14      -1.6762
ENSG00000233828    5   86412423   86634822     52      12  156224     0.069425   -7.9256e-14     0.069425
ENSG00000145715    5   86463705   86787748     53       8  154067      0.36298    -7.927e-14      0.36298
ENSG00000134480    5   86587311   86808836     32       4  152808      0.63945    -7.927e-14      0.63945
ENSG00000164180    5   87385450   87665293     65       8  153344       2.0391   -7.9048e-14       2.0391
ENSG00000081189    5   87913975   88299922    112      16  158429       2.3717   -7.9048e-14       2.3717
ENSG00000153140    5   89588078   89805603     71      15  159119       1.5259    -7.927e-14       1.5259
ENSG00000176055    5   89654020   89870585     73      13  160122       1.7519    -7.927e-14       1.7519
ENSG00000113356    5   89667565   89910370     83      13  159526       1.8046    -7.927e-14       1.8046
ENSG00000176018    5   89711428   89925401     76      11  159856       1.7617    -7.927e-14       1.7617
ENSG00000164199    5   89725161   90560038    356      46  157362       2.8431   -7.9048e-14       2.8431
ENSG00000113369    5   90564541   90779176     44       8  160578      0.74079    -7.927e-14      0.74079
ENSG00000175745    5   92819043   93030321     30       5  160128     -0.23623   -7.9242e-14     -0.23623
ENSG00000113391    5   92853775   93547404    151       9  155158     -0.43894    -7.927e-14     -0.43894
ENSG00000248483    5   92970508   93177343     48       6  151607     -0.41097    -7.927e-14     -0.41097
ENSG00000185261    5   93388671   94054309    175      33  159183        2.035   -7.9048e-14        2.035
ENSG00000133302    5   93854052   94175141    121      18  158485       1.7057    -7.927e-14       1.7057
ENSG00000175471    5   93939446   94720279    335      58  158832      0.80808    -7.927e-14      0.80808
ENSG00000153347    5   94627048   94886158    106      17  157592     -0.91987    -7.927e-14     -0.91987
ENSG00000198677    5   94699599   94990711    112      17  158580      -1.0273    -7.927e-14      -1.0273
ENSG00000164291    5   94790778   95040768     89      13  158879      -1.1451    -7.927e-14      -1.1451
ENSG00000178015    5   94855782   95057846     63      13  158629      -1.7245    -7.927e-14      -1.7245
ENSG00000175449    5   94882458   95120477     79      18  159565      -2.1516   -7.9048e-14      -2.1516
ENSG00000145757    5   94887885   95134415     82      19  159352      -2.0027   -7.9048e-14      -2.0027
ENSG00000164292    5   94949226   95260087    162      36  158036     -0.60819    -7.927e-14     -0.60819
ENSG00000173221    5   94987023   95258709    149      34  157888     -0.47258    -7.927e-14     -0.47258
ENSG00000236882    5   95087936   95295837    124      24  157734     0.085222   -7.9256e-14     0.085222
ENSG00000118985    5   95120802   95397775    118      21  156773      0.30639    -7.927e-14      0.30639
ENSG00000175426    5   95626119   95869847     91      20  159000       1.5584    -7.927e-14       1.5584
ENSG00000153113    5   95760971   96215299    288      47  156459      -0.7905    -7.927e-14      -0.7905
ENSG00000164307    5   95996521   96243803    182      28  154746     -0.44588    -7.927e-14     -0.44588
ENSG00000247121    5   96049731   96371513    193      26  154880     0.041637   -7.9249e-14     0.041637
ENSG00000164308    5   96111643   96355420    129      17  155210      0.41638    -7.927e-14      0.41638
ENSG00000113441    5   96171098   96473219    116      15  156996       1.0783    -7.927e-14       1.0783
ENSG00000251606    5   96324779   96619354    100      21  158151      0.12753   -7.9242e-14      0.12753
ENSG00000145721    5   96327574   96578576     90      19  158210      0.35352    -7.927e-14      0.35352
ENSG00000058729    5   96396571   96618964     73      15  158289      -1.2288    -7.927e-14      -1.2288
ENSG00000174136    5   98004354   98234347     64      12  156027       1.7085    -7.927e-14       1.7085
ENSG00000153922    5   98090908   98362240     80       8  157102       1.9012    -7.927e-14       1.9012
ENSG00000174132    5   99771009  100022445     84      12  154713       0.4641    -7.927e-14       0.4641
ENSG00000113532    5  100042639  100338970     86       9  153427      -2.3436   -7.9048e-14      -2.3436
ENSG00000173930    5  101469690  101732253     89      14  160214       3.3888   -7.9048e-14       3.3888
ENSG00000268424    5  101469696  101671279     71      13  159912       3.0123   -7.9048e-14       3.0123
ENSG00000205359    5  101607486  101934720     90       9  161378       3.3904   -7.9048e-14       3.3904
ENSG00000145730    5  101989685  102466809    132       8  160799      0.16214   -7.9242e-14      0.16214
ENSG00000145723    5  102321704  102555855     69       2  160541    -0.071008   -7.9256e-14    -0.071008
ENSG00000145725    5  102355853  102648500     76       3  160460     -0.24958   -7.9242e-14     -0.24958
ENSG00000181751    5  102494403  102714361     50       6  160278     -0.80277    -7.927e-14     -0.80277
ENSG00000112874    5  102784556  102998494     89      22  159570     -0.21809   -7.9242e-14     -0.21809
ENSG00000184349    5  106612590  107106596    270      55  157076       3.7462   -7.9048e-14       3.7462
ENSG00000145743    5  107094736  107817799    323      44  160866       1.9437    -7.927e-14       1.9437
ENSG00000151422    5  107983523  108632542    217      41  156755      0.19915   -7.9242e-14      0.19915
ENSG00000198961    5  108570410  108845695    100      14  158234       2.1892   -7.9048e-14       2.1892
ENSG00000112893    5  108925067  109305326    161      26  157371       4.1857   -7.9048e-14       4.1857
ENSG00000254106    5  109118883  109320452     70      14  157902       3.0498   -7.9048e-14       3.0498
ENSG00000186952    5  109524934  110174657    176      16  159910      -1.9433    -7.927e-14      -1.9433
ENSG00000164209    5  109973837  110200857     69       8  160108      -1.4872    -7.927e-14      -1.4872
ENSG00000145777    5  110305760  110513722     84      14  161163      -2.6037   -7.9048e-14      -2.6037
ENSG00000134987    5  110327414  110566200    104      17  161116      -1.8724    -7.927e-14      -1.8724
ENSG00000152495    5  110459351  110930584    216      43  158628     -0.89232    -7.927e-14     -0.89232
ENSG00000164211    5  110731731  110948288    103      22  158891      0.41686    -7.927e-14      0.41686
ENSG00000134986    5  110898318  111433161    225      35  155497      0.20937   -7.9242e-14      0.20937
ENSG00000129595    5  111378138  111855013    210      35  151610      -2.4111   -7.9048e-14      -2.4111
ENSG00000268358    5  111655280  111856310     70      12  153500      -1.6199    -7.927e-14      -1.6199
ENSG00000134982    5  111943195  112281936    111      13  156459     -0.24067   -7.9242e-14     -0.24067
ENSG00000258864    5  112062910  112303279     73       7  156511       0.1685   -7.9242e-14       0.1685
ENSG00000272869    5  112096885  112328776     76       9  158533      0.26757    -7.927e-14      0.26757
ENSG00000153037    5  112096919  112305485     65       6  158047      0.29198    -7.927e-14      0.29198
ENSG00000129625    5  112112084  112358236     87      11  158930      0.23361   -7.9242e-14      0.23361
ENSG00000212643    5  112127313  112328791     71       9  158372      0.32726    -7.927e-14      0.32726
ENSG00000172795    5  112212399  112456667    136      18  157968     -0.36673    -7.927e-14     -0.36673
ENSG00000171444    5  112257796  112924527    352      39  159237     -0.75274    -7.927e-14     -0.75274
ENSG00000212122    5  112668251  112870728     92      13  159796      0.55057    -7.927e-14      0.55057
ENSG00000047188    5  112749380  113030982    142      16  160424     -0.94129    -7.927e-14     -0.94129
ENSG00000080709    5  113596642  113932337    166      30  157895     -0.19639   -7.9242e-14     -0.19639
ENSG00000152503    5  114360459  114616243     96      19  158451       1.3522    -7.927e-14       1.3522
ENSG00000164219    5  114446527  114698569    104      22  158123       1.9477    -7.927e-14       1.9477
ENSG00000164221    5  114502885  114732528    112      24  156257       1.9685    -7.927e-14       1.9685
ENSG00000145780    5  114756608  114980591     94      15  160234       1.9633    -7.927e-14       1.9633
ENSG00000251201    5  114814339  115061858     90      13  160381       2.3611   -7.9048e-14       2.3611
ENSG00000243414    5  114814339  115061876     90      13  160381       2.3611   -7.9048e-14       2.3611
ENSG00000134970    5  114849205  115068689     75      10  161018       2.4463   -7.9048e-14       2.4463
ENSG00000129596    5  115040430  115252651     69      17  159923     -0.71508    -7.927e-14     -0.71508
ENSG00000145782    5  115063893  115277555     70      18  159944      -1.3812    -7.927e-14      -1.3812
ENSG00000177879    5  115077178  115349778    142      26  159607      -1.7057    -7.927e-14      -1.7057
ENSG00000172901    5  115198151  115463316    175      33  159811      0.84058    -7.927e-14      0.84058
ENSG00000268714    5  115258088  115494625    179      32  160368       1.3626    -7.927e-14       1.3626
ENSG00000268223    5  115287163  115495815    161      30  160880       1.5984    -7.927e-14       1.5984
ENSG00000145781    5  115320688  115848459    354      34  159955       1.6721    -7.927e-14       1.6721
ENSG00000092421    5  115679312  116010630    210      48  157840      0.66229    -7.927e-14      0.66229
ENSG00000169570    5  118073017  118424240     99      18  156875      -1.0349    -7.927e-14      -1.0349
ENSG00000172869    5  118273467  118684833    136      27  155855      0.18156   -7.9242e-14      0.18156
ENSG00000145779    5  118504387  118835383    137      29  155531       1.9899    -7.927e-14       1.9899
ENSG00000133835    5  118688138  119072894    150      24  156780       1.6034    -7.927e-14       1.6034
ENSG00000164334    5  118865254  119071517     92      17  157868       1.0027    -7.927e-14       1.0027
ENSG00000184838    5  119699973  120123027    170      33  157613     -0.55318    -7.927e-14     -0.55318
ENSG00000181867    5  121087650  121288519     77      13  154171      -1.1978    -7.927e-14      -1.1978
ENSG00000151304    5  121197656  121511265     90      12  157949      -1.1824    -7.927e-14      -1.1824
ENSG00000113083    5  121298890  121513980     53       9  158564      -1.2555    -7.927e-14      -1.2555
ENSG00000164185    5  121365208  121615312     57      12  159626     -0.42208    -7.927e-14     -0.42208
ENSG00000064692    5  121547049  121899914    114      19  160883      0.18305   -7.9242e-14      0.18305
ENSG00000205302    5  122010691  122265803     91       9  156721      -2.2221   -7.9048e-14      -2.2221
ENSG00000064652    5  122079134  122465049    146      16  155343      -1.5355    -7.927e-14      -1.5355
ENSG00000168938    5  122258945  122472436     98      18  154751      -1.0364    -7.927e-14      -1.0364
ENSG00000061455    5  122324816  122629960    181      35  154703      -1.3043    -7.927e-14      -1.3043
ENSG00000168944    5  122580579  122859286    108      21  159114      -1.7726    -7.927e-14      -1.7726
ENSG00000151292    5  122747793  123052739    101      13  160614       -1.103    -7.927e-14       -1.103
ENSG00000168916    5  123872608  124184500    149      39  157121      0.74955    -7.927e-14      0.74955
ENSG00000155324    5  125595824  125932186    161      42  160394       1.1244    -7.927e-14       1.1244
ENSG00000164904    5  125777533  126031110    104      28  160095      0.97334    -7.927e-14      0.97334
ENSG00000164902    5  125835960  126062944     92      23  159999       1.1577    -7.927e-14       1.1577
ENSG00000196900    5  125867414  126071979     79      19  159767       1.4189    -7.927e-14       1.4189
ENSG00000113368    5  126012315  126272712     83      20  157078        1.257    -7.927e-14        1.257
ENSG00000173926    5  126103406  126466500    117      15  155810       2.8267   -7.9048e-14       2.8267
ENSG00000164241    5  126278250  126509184     68       5  156508       3.1755   -7.9048e-14       3.1755
ENSG00000145794    5  126526523  126901429    144      19  159942       1.1408    -7.927e-14       1.1408
ENSG00000164244    5  126753301  126990781     89      15  159874      -0.9355    -7.927e-14      -0.9355
ENSG00000205279    5  126884736  127094322     79      16  154858     -0.30399    -7.927e-14     -0.30399
ENSG00000064651    5  127319458  127625380     83      13  160533     -0.38025    -7.927e-14     -0.38025
ENSG00000138829    5  127493601  128094878    244      36  156357      -1.3949    -7.927e-14      -1.3949
