GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000197106    1  110593108  110844824    126      25  160217       2.5753     0.005008
ENSG00000116396    1  110653965  110925722    139      24  158898        2.512    0.0060032
ENSG00000162775    1  110781128  110989299    107      14  158585       1.5593     0.059462
ENSG00000168679    1  110805470  111033704    131      20  158576       1.6844     0.046054
ENSG00000134248    1  110843871  111050564    122      23  158446       1.4598     0.072169
ENSG00000143125    1  110893822  111099976    128      29  160055        0.602      0.27359
ENSG00000143105    1  110959839  111161797    137      36  159281      0.43195      0.33289
ENSG00000177301    1  111036202  111274096    142      34  158316      0.70017      0.24191
ENSG00000177272    1  111114310  111317655    108      23  156395       2.5057    0.0061097
ENSG00000143119    1  111315775  111542550     98      18  157245         4.01   3.0363e-05
ENSG00000121931    1  111389807  111606701     90      17  158947       3.9769   3.4909e-05
ENSG00000156171    1  111559955  111782838     81      17  158596       3.4773   0.00025328
ENSG00000134255    1  111582249  111827724    133      28  159039       2.8881    0.0019377
ENSG00000162777    1  111629796  111847157    134      27  158976       2.3564    0.0092267
ENSG00000064886    1  111643393  111886062    170      35  157354       2.0899     0.018313
ENSG00000134216    1  111733484  111963188    208      39  157796       1.1338      0.12845
ENSG00000173947    1  111788910  111995635    187      34  157203      0.26768      0.39447
ENSG00000085465    1  111856936  112070399    157      28  157851     -0.39673      0.65422
ENSG00000116455    1  111882512  112091998    144      28  158721     -0.59532      0.72419
ENSG00000116459    1  111891486  112105395    142      28  159527     -0.77394      0.78052
ENSG00000143110    1  111916414  112121134    126      24  159357     -0.37762      0.64714
ENSG00000121933    1  111925970  112206584    166      37  158686       1.6998     0.044587
ENSG00000116473    1  111984840  112359313    212      46  158102       3.5592   0.00018602
ENSG00000197852    1  112123252  112398446    163      31  157240        3.757   8.5983e-05
ENSG00000064703    1  112197867  112410638    132      28  157604       3.6695    0.0001215
ENSG00000171385    1  112213284  112631777    296      60  157344       4.3552   6.6463e-06
ENSG00000143079    1  112838803  113106078     92      21  156854       3.5619   0.00018412
ENSG00000134245    1  112909163  113172787     82      14  158807       3.4212   0.00031178
ENSG00000007341    1  112966140  113263447     88      11  160497        2.952    0.0015788
ENSG00000116489    1  113061795  113314241     80      10  160595       2.4003    0.0081916
ENSG00000155363    1  113115763  113343368     70      12  161002       2.2799     0.011308
ENSG00000155366    1  113143728  113350056     68      14  160732       2.4141    0.0078873
ENSG00000271810    1  113145236  113354055     70      14  160388         2.39    0.0084238
ENSG00000155367    1  113152616  113358099     71      15  160403       2.3788    0.0086839
ENSG00000184599    1  113163041  113369857     69      14  160373       2.4126    0.0079204
ENSG00000155380    1  113354469  113599635     52       8  155196      0.68479      0.24674
ENSG00000198799    1  113515831  113774882     64      11  153056       1.4999     0.066824
ENSG00000081026    1  113833371  114328545    196      20  158368     -0.11304        0.545
ENSG00000116793    1  114139453  114402111    105       8  158864      0.22017      0.41287
ENSG00000081019    1  114204454  114455098     97       8  159621      0.40567      0.34249
ENSG00000134242    1  114256433  114514381     95      11  159516       0.5342       0.2966
ENSG00000188761    1  114320790  114530169     86      12  159931      0.76541      0.22201
ENSG00000134262    1  114337370  114547823     93      15  160005      0.95821      0.16898
ENSG00000118655    1  114347763  114556708     91      15  160622       1.1309      0.12904
ENSG00000163349    1  114371814  114620426    104      20  160831       1.7858     0.037068
ENSG00000116774    1  114422063  114624876     88      17  160685       1.9269     0.026995
ENSG00000134207    1  114531913  114796541    181      46  156677       3.0979   0.00097444
ENSG00000197323    1  114835399  115153781     79      15  153963       4.1568   1.6134e-05
ENSG00000116752    1  115010178  115224260     65      10  152617       2.2255     0.013023
ENSG00000175984    1  115025469  115313043     97      13  153869       3.4271   0.00030505
ENSG00000116748    1  115115719  115338239     76      11  153481       3.1895   0.00071248
ENSG00000213281    1  115147090  115359515     78      11  154458       3.5697   0.00017868
ENSG00000009307    1  115159534  115401297     92      12  155547       3.7818   7.7857e-05
ENSG00000052723    1  115212100  115423306     76      10  157209       3.9735   3.5419e-05
ENSG00000198765    1  115297424  115637991    141      15  157395       3.4616   0.00026846
ENSG00000134200    1  115472415  115676941    111      15  157587         3.22   0.00064098
ENSG00000134198    1  115490632  115732121    138      23  157731       3.5161   0.00021895
ENSG00000134259    1  115728539  115980857    158      40  158118       4.9027   4.7264e-07
ENSG00000173218    1  116084574  116340845    161      26  158369       1.4019      0.08048
ENSG00000118729    1  116142628  116411402    173      29  160028       2.0672      0.01936
ENSG00000177551    1  116278998  116486538    111      20  159160       2.1386     0.016234
ENSG00000163393    1  116419119  116712675     94      12  155010       1.3766     0.084321
ENSG00000173212    1  116554376  116777861     67      15  155320     -0.25272      0.59976
ENSG00000163399    1  116815290  117052883     74      13  155649     0.039046      0.48443
ENSG00000269279    1  116815890  117026718     70      11  155320      0.12417      0.45059
ENSG00000116815    1  116957157  117213661     48      10  160685      -1.6051      0.94576
ENSG00000143061    1  117017031  117310375     78      20  161405      0.54622      0.29246
ENSG00000203864    1  117136734  117349225     66      14  161405       2.8043    0.0025213
ENSG00000116824    1  117197007  117411850     75      17  161405       2.9142    0.0017828
ENSG00000134247    1  117352679  117632980    142      29  159306       1.8338      0.03334
ENSG00000134256    1  117444382  117679167    151      31  159212       1.5315     0.062826
ENSG00000116830    1  117502925  117750075    136      31  158930       2.0673     0.019353
ENSG00000134253    1  117553682  117765209    115      29  159324       1.2005      0.11497
ENSG00000134258    1  117586209  117853556    135      34  159109      0.91509      0.18007
ENSG00000198162    1  117810071  118171494    145      25  156027       1.3661     0.085949
ENSG00000183508    1  118048556  118270994    120      25  158888        1.255      0.10474
ENSG00000196505    1  118306107  118572253     76       8  160423      0.63452      0.26287
ENSG00000065183    1  118372343  118609165     58       7  159621      0.70844      0.23933
ENSG00000155761    1  118396484  118827846    115      14  157388      0.75874        0.224
ENSG00000092607    1  119325669  119632179    122      20  160940      0.71023      0.23878
ENSG00000116874    1  119473839  119783294    124      16  160941      0.58226       0.2802
ENSG00000116882    1  119811402  120036753    103      21  159284      -0.3139       0.6232
ENSG00000203859    1  119857554  120065658     94      17  159819     -0.38811      0.65103
ENSG00000203857    1  119949821  120157681     91      14  160625       0.6679       0.2521
ENSG00000143067    1  120062045  120290396    104      25  158641      0.87087      0.19191
ENSG00000092621    1  120102421  120386838    136      32  158959      0.18406      0.42698
ENSG00000134240    1  120190619  120411528    103      23  159047     -0.89557      0.81476
ENSG00000134193    1  120236641  120454283     94      22  159627     -0.65359      0.74331
ENSG00000134249    1  120336156  120539118     68       8  160723       1.1229      0.13074
ENSG00000134250    1  120354176  120712240     56       5  160577       1.2793      0.10039
ENSG00000255168    1  145109145  145419796      3       1  161405     0.068416      0.47273
ENSG00000163386    1  145189772  145470303     11       2  161405      -1.1433      0.87355
ENSG00000168509    1  145313095  145517545     15       3  161405      -0.8505      0.80248
ENSG00000117289    1  145338469  145542635     24       5  161405      -1.3156      0.90585
ENSG00000121851    1  145356236  145570388     40       8  161405     -0.56245       0.7131
ENSG00000181039    1  145370508  145575646     42       8  161405      -0.4644      0.67882
ENSG00000152022    1  145377085  145601669     48       9  161405    -0.020853      0.50832
ENSG00000131795    1  145407598  145613536     50       9  161405      0.11002       0.4562
ENSG00000131779    1  145416252  145623730     48       9  161405      0.14201      0.44354
ENSG00000143127    1  145424891  145643868     54       9  161405      0.33091      0.37036
ENSG00000198483    1  145449230  145668526     57       8  161405      0.65922      0.25488
ENSG00000131788    1  145475233  145686546     64       8  161405       0.6476      0.25862
ENSG00000186364    1  145486115  145689439     63       8  161405      0.65587      0.25596
ENSG00000186141    1  145492605  145711025     69       8  161405      0.67223      0.25072
ENSG00000121848    1  145511036  145796218     77       9  161405      0.65386       0.2566
ENSG00000117281    1  145595798  145815614     47       4  161405      0.81718      0.20691
ENSG00000174827    1  145626918  145864074     40       4  161405      0.68303      0.24729
ENSG00000117262    1  145664411  145927103     25       4  161405       0.4652      0.32089
ENSG00000186275    1  146273546  146567744     41       7  161232      0.13086      0.44794
ENSG00000131791    1  146526685  146744129    137      15  154591       2.6045    0.0046007
ENSG00000131781    1  146546930  146814700    175      16  155762        2.611    0.0045143
ENSG00000131778    1  146614291  146867443    161      16  155692        2.927    0.0017114
ENSG00000116128    1  146913182  147198017    135      27  158420        2.365    0.0090147
ENSG00000162836    1  147001453  147242618    122      28  158696       2.1365     0.016319
ENSG00000143140    1  147128332  147345484     99      20  158291       1.9314     0.026716
ENSG00000121634    1  147274946  147481393     44      12  158732      0.49509      0.31027
ENSG00000188092    1  147300506  147565753     34      10  159112    -0.024318       0.5097
ENSG00000150337    1  149654227  149864074      3       1  129510       1.3377     0.090502
ENSG00000203814    1  149654245  149883928      6       1  129510       1.5908     0.055833
ENSG00000183598    1  149684826  149885236      6       1  129510       1.5908     0.055833
ENSG00000183941    1  149704221  149911339     10       1  132206       1.6097      0.05373
ENSG00000203811    1  149711110  149912765     10       1  132206       1.6097      0.05373
ENSG00000183558    1  149713505  149914478     10       1  132206       1.6097      0.05373
ENSG00000203812    1  149722643  149923191     10       1  132206       1.6097      0.05373
ENSG00000203852    1  149724181  149925836     10       1  132206       1.6097      0.05373
ENSG00000182217    1  149725607  149932714     11       2  134860       1.5689     0.058339
ENSG00000184678    1  149756010  149958232     15       2  139703       1.4515     0.073322
ENSG00000184260    1  149758525  149958961     15       2  139703       1.4515     0.073322
ENSG00000184270    1  149759019  149959466     15       2  139703       1.4515     0.073322
ENSG00000178096    1  149759440  149972351     16       2  138963       1.4849     0.068784
ENSG00000159164    1  149774870  149989434     19       3  142506       1.3533     0.087972
ENSG00000143368    1  149795209  150000236     21       3  144228       1.4395     0.075005
ENSG00000014914    1  149800543  150008791     25       4  144072       2.9678    0.0014996
ENSG00000163113    1  149809705  150082625     38       5  142426       4.7226   1.1644e-06
ENSG00000136631    1  149939369  150217505     51       6  145393       5.1326   1.4286e-07
ENSG00000023902    1  150021373  150236916     38       4  145825       5.2551   7.3955e-08
ENSG00000143401    1  150090717  150308504     52       7  150131       4.8835   5.2118e-07
ENSG00000118298    1  150129554  150337478     51       7  151824       4.0891    2.165e-05
ENSG00000117362    1  150137804  150341980     52       7  152008        4.063   2.4223e-05
ENSG00000118292    1  150140600  150353327     53       7  152186       4.0317   2.7687e-05
ENSG00000159208    1  150154953  150359505     51       7  153375       3.4711   0.00025915
ENSG00000187145    1  150166289  150381414     55       7  153423       3.4096   0.00032534
ENSG00000117360    1  150193925  150425671     54       7  152691       3.4816   0.00024926
ENSG00000163125    1  150235567  150549042     82      10  152899       3.5254   0.00021139
ENSG00000143374    1  150359887  150580078     53       9  154343       3.6546   0.00012878
ENSG00000143369    1  150380538  150586265     52      10  154774       3.7367   9.3218e-05
ENSG00000143382    1  150421884  150633413     57      11  157424       3.3349   0.00042664
ENSG00000225996    1  150421897  150624367     56      11  157353       3.3576   0.00039307
ENSG00000203804    1  150433480  150633969     54      11  157749       3.2631   0.00055103
ENSG00000143384    1  150447032  150652066     57      11  157941       3.2392   0.00059932
ENSG00000143420    1  150473327  150702088     76       8  159195       2.9244    0.0017255
ENSG00000143457    1  150518701  150769630     81       6  160109       2.8047    0.0025186
ENSG00000143452    1  150570536  150793364     69       4  161405       2.6848    0.0036286
ENSG00000163131    1  150602672  150838433     73       4  160152       2.7304    0.0031631
ENSG00000143387    1  150668684  150880799     61       3  159905       2.6697    0.0037959
ENSG00000143437    1  150682181  150949244     69       4  158746        2.425    0.0076539
ENSG00000143379    1  150798739  151037213     79      11  157808       2.4971      0.00626
ENSG00000143418    1  150833059  151047479     68      12  157585       2.4312    0.0075236
ENSG00000143412    1  150854493  151068110     69      12  157103       2.4808    0.0065541
ENSG00000143409    1  150869025  151080851     69      13  157103       2.6404      0.00414
ENSG00000143363    1  150880896  151108189     75      14  156552       2.7448    0.0030271
ENSG00000163141    1  150909046  151120076     76      15  155734       2.9094    0.0018109
ENSG00000143443    1  150920216  151124462     74      14  155580       2.8893    0.0019303
ENSG00000197622    1  150923447  151142801     76      14  155611       2.9204    0.0017477
ENSG00000213190    1  150930234  151140970     74      14  155454       2.9276    0.0017078
ENSG00000143458    1  150943054  151198018     79      15  156392       2.7256    0.0032088
ENSG00000143434    1  151004161  151219104     64      10  155413       2.3243     0.010056
ENSG00000163154    1  151029105  151232225     52       9  155965       2.1198     0.017012
ENSG00000163156    1  151029140  151242773     55       9  156262       2.0123     0.022093
ENSG00000163155    1  151032224  151238424     53       9  156068       2.0832     0.018616
ENSG00000163157    1  151042462  151248760     49       8  156749       1.9424     0.026047
ENSG00000163159    1  151042463  151267797     56       9  156747       1.7633     0.038922
ENSG00000143398    1  151070425  151322012     64       8  157909        1.297     0.097315
ENSG00000159352    1  151127179  151339955     50       5  158969     -0.25893      0.60215
ENSG00000232671    1  151152500  151354405     52       5  158798      0.31436      0.37662
ENSG00000143373    1  151154094  151364656     53       6  158847      0.67572      0.24961
ENSG00000143393    1  151164273  151400191     61       7  159183       1.9196     0.027455
ENSG00000143390    1  151213116  151419833     57       8  159027       3.0774     0.001044
ENSG00000143416    1  151236778  151445209     57       8  159027       3.3495   0.00040472
ENSG00000159377    1  151272010  151474420     50       7  159347       3.5584   0.00018654
ENSG00000143442    1  151275200  151531941     73      12  159966       3.4983   0.00023408
ENSG00000143375    1  151382986  151611168     67      12  161373       3.4696    0.0002606
ENSG00000143367    1  151412781  151656059     64      14  161372        2.858    0.0021317
ENSG00000143376    1  151484541  151771567     96      14  161373       1.8872     0.029568
ENSG00000159409    1  151574880  151789290     69       7  161392       1.5893     0.055992
ENSG00000240510    1  151582909  151802070     72       8  161034       1.5773     0.057364
ENSG00000178796    1  151582909  151802281     72       8  161034       1.5773     0.057364
ENSG00000143436    1  151632119  151836040     83      12  160296       1.1258      0.13012
ENSG00000143450    1  151635445  151843808     82      13  160283       1.0811      0.13982
ENSG00000182134    1  151642583  151863892     91      15  160394      0.98129      0.16323
ENSG00000213171    1  151672740  151878630     87      15  160347      0.39061      0.34804
ENSG00000143365    1  151678547  151904348     93      16  160416      0.33813      0.36763
ENSG00000225556    1  151710295  151913033     86      15  160345     -0.26427      0.60422
ENSG00000196407    1  151719739  151926173     93      16  160425     -0.23893      0.59442
ENSG00000159445    1  151746060  151982284    101      15  159922     -0.46368      0.67856
ENSG00000197747    1  151855391  152066866     67      10  159317     -0.22625       0.5895
ENSG00000163191    1  151904982  152120383     56       9  158907       -0.357      0.63945
ENSG00000182898    1  151956620  152161540     44      10  157978       -1.557      0.94026
ENSG00000159450    1  151978793  152186556     55      11  159559     -0.63914      0.73863
ENSG00000215853    1  152026071  152231704     59       7  160683     0.039508      0.48424
ENSG00000197915    1  152084558  152296669     57       5  160882      0.25497      0.39937
ENSG00000143631    1  152174651  152397679     70       5  160837      0.43342      0.33236
ENSG00000143520    1  152221211  152432482     59       6  160731      0.74612       0.2278
ENSG00000143536    1  152281719  152486739     74      10  160980       1.0152      0.15501
ENSG00000186207    1  152383320  152584653     74      11  161338       1.1007      0.13551
ENSG00000169509    1  152386978  152588486     73      11  161337        1.105      0.13459
ENSG00000185966    1  152438130  152639248     88      12  161389      0.57063      0.28413
ENSG00000163202    1  152451857  152652980     86      11  161389      0.38522      0.35004
ENSG00000244057    1  152473138  152673562     86      11  161396      0.27673      0.39099
ENSG00000187238    1  152486287  152686574     84      10  161040      0.25117      0.40084
ENSG00000185962    1  152495310  152695579     87       9  161057      0.23167       0.4084
ENSG00000187223    1  152535872  152737135     96       8  161089      0.34444      0.36526
ENSG00000187180    1  152547771  152749050     99       8  161099      0.29084      0.38559
ENSG00000159455    1  152547771  152759877    113       9  161137      0.46144      0.32224
ENSG00000187173    1  152570840  152771918    106       8  161119      0.52397      0.30015
ENSG00000187170    1  152580636  152781967    115       9  161141      0.61767       0.2684
ENSG00000198854    1  152591998  152792905    114       9  161139      0.56613      0.28565
ENSG00000203786    1  152630506  152834529     88       8  161061      0.58844      0.27812
ENSG00000240386    1  152648848  152849445     86       8  161053      0.57601       0.2823
ENSG00000186226    1  152658690  152860902     86       8  161053      0.58422      0.27953
ENSG00000172155    1  152669227  152870657     87       9  161057      0.57068      0.28411
ENSG00000197084    1  152677311  152879107     84       9  161044      0.56122      0.28732
ENSG00000196734    1  152684447  152885585     86       9  161405      0.54148      0.29409
ENSG00000186844    1  152699949  152900573     76      10  161405      0.63031      0.26425
ENSG00000235942    1  152715344  152916459     73      10  160946      0.71918      0.23602
ENSG00000163206    1  152750793  152957523     74      12  159400      0.85259      0.19694
ENSG00000163207    1  152781021  152984362     74       8  159026    -0.022758      0.50908
ENSG00000184148    1  152843142  153045050     99       6  158730     -0.10447       0.5416
ENSG00000169474    1  152856557  153058289    101       6  158783     -0.13695      0.55447
ENSG00000163209    1  152874223  153076332    102       6  158809     -0.14635      0.55818
ENSG00000169469    1  152903678  153105376     99       6  158079     -0.13103      0.55212
ENSG00000163216    1  152912201  153114407     97       6  158011     -0.12263       0.5488
ENSG00000241794    1  152928589  153130013    100       6  158382     -0.45238       0.6745
ENSG00000196805    1  152942700  153213927    149      15  158502      0.77701      0.21858
ENSG00000203785    1  152965611  153178660     99       9  157589     -0.83946       0.7994
ENSG00000244094    1  152984590  153185991     95      12  157429      0.35285       0.3621
ENSG00000159516    1  153022058  153223345    104      18  158095       1.5413     0.061626
ENSG00000203784    1  153075919  153277596    101      18  158265       1.9622     0.024867
ENSG00000203783    1  153090060  153291793    108      19  158767       1.8732     0.030519
ENSG00000203782    1  153132176  153334598    130      21  158946       1.6325     0.051285
ENSG00000159527    1  153170338  153383194    133      21  160437       1.5052     0.066135
ENSG00000163218    1  153202596  153421316    116      19  160295      0.52368      0.30025
ENSG00000163220    1  153230330  153433503     98      15  160091     -0.14215      0.55652
ENSG00000163221    1  153246184  153448125     95      14  160049     -0.61858       0.7319
ENSG00000143546    1  153262508  153463664     95      14  160346     -0.86992      0.80783
ENSG00000184330    1  153289000  153495701     92      15  160311     -0.85181      0.80284
ENSG00000197364    1  153309534  153512425     91      14  160299     -0.67749      0.75095
ENSG00000143556    1  153330220  153533177     71      10  160979     -0.63161      0.73618
ENSG00000197956    1  153407075  153608720     58       8  159098     -0.12834      0.55106
ENSG00000196420    1  153409623  153614241     61       8  159211    -0.039588      0.51579
ENSG00000196154    1  153416089  153622612     65       8  158891     0.018122      0.49277
ENSG00000188015    1  153419805  153621848     64       8  158852    0.0011919      0.49952
ENSG00000196754    1  153433584  153640366     66       8  158929     0.071668      0.47143
ENSG00000188643    1  153479362  153685621     61       6  158203        0.262      0.39666
ENSG00000189334    1  153486731  153689462     58       6  158037      0.30212      0.38128
ENSG00000189171    1  153491263  153706568     63       7  157467      0.71267      0.23802
ENSG00000160678    1  153500402  153704513     59       6  157200      0.79582      0.21307
ENSG00000160679    1  153506525  153718782     64       7  155731       1.2917     0.098232
ENSG00000143553    1  153531130  153734306     61       6  154473       1.3164     0.094022
ENSG00000143621    1  153534512  153743524     60       6  155220       1.3575     0.087318
ENSG00000169418    1  153551113  153766468     63       6  156038       1.3929     0.081824
ENSG00000143624    1  153600543  153846555     78      11  157070       4.1906   1.3913e-05
ENSG00000143554    1  153646830  153852633     58      10  155935       5.3113   5.4428e-08
ENSG00000143614    1  153677201  153995451     94       9  158153       5.5948   1.1043e-08
ENSG00000198837    1  153801977  154019172     58       4  160904       5.4751   2.1865e-08
ENSG00000160741    1  153820145  154031101     59       4  160912       5.4798   2.1289e-08
ENSG00000143570    1  153831575  154040188     56       5  160886       5.4981   1.9196e-08
ENSG00000143578    1  153840010  154046839     54       5  160867       5.5033   1.8638e-08
ENSG00000143543    1  153846745  154050164     53       5  160857       5.5049   1.8469e-08
ENSG00000143545    1  153854127  154058834     51       5  161029       5.4239    2.915e-08
ENSG00000177954    1  153863235  154064626     50       5  161022       5.3747   3.8348e-08
ENSG00000143552    1  153865161  154227592     96       8  161205       5.1922   1.0391e-07
ENSG00000143549    1  154027784  154267124     58       7  160845       4.2829   9.2237e-06
ENSG00000163263    1  154071848  154278809     56       7  160825       4.1819   1.4451e-05
ENSG00000143612    1  154079182  154293104     62       9  160881       4.1756    1.486e-05
ENSG00000143569    1  154092655  154343986     80      14  160999       4.3565   6.6066e-06
ENSG00000143575    1  154144987  154348351     67      12  160920       4.0677   2.3744e-05
ENSG00000143595    1  154193566  154397801     66      12  160913       3.5902   0.00016524
ENSG00000143515    1  154198029  154423783     77      15  160983       3.7197   9.9742e-05
ENSG00000160712    1  154277669  154541926    104      17  160658       3.1328   0.00086583
ENSG00000169291    1  154342248  154574589     86      14  160501        3.127   0.00088303
ENSG00000163239    1  154374695  154620623     86      13  160501       3.4553   0.00027482
ENSG00000160714    1  154421053  154631504     73      11  160340        3.518   0.00021744
ENSG00000160716    1  154440257  154652502     70      11  160295       3.7096    0.0001038
ENSG00000160710    1  154454538  154700475     82      15  160164       3.8031   7.1437e-05
ENSG00000268141    1  154485067  154685190     68      12  160721       3.8215   6.6315e-05
ENSG00000143603    1  154569931  154942756    174      46  156909       5.3505   4.3847e-08
ENSG00000163344    1  154797210  155009467     86      14  151534       3.8562   5.7589e-05
ENSG00000163346    1  154816552  155028599     75      11  150623        3.962   3.7169e-05
ENSG00000163348    1  154829502  155036329     77      12  150506       4.0605   2.4489e-05
ENSG00000160691    1  154834774  155046871     75      12  152008        4.016   2.9602e-05
ENSG00000173207    1  154847129  155051725     73      12  151843       3.9601   3.7454e-05
ENSG00000160688    1  154855814  155065587     73      13  151843        3.927   4.3001e-05
ENSG00000163352    1  154866062  155066791     72      14  151710       3.8937   4.9366e-05
ENSG00000160685    1  154875127  155090998     79      15  152221       3.8052   7.0841e-05
ENSG00000163354    1  154890996  155106257     81      15  152350       3.4782    0.0002524
ENSG00000163357    1  154906300  155123406     84      15  153743       3.3066   0.00047224
ENSG00000143537    1  154923042  155135252     81      14  153823       2.7571    0.0029156
ENSG00000243364    1  154936207  155142029     85      14  154546       2.5742    0.0050238
ENSG00000251246    1  154936224  155159283     93      15  154705       2.5029    0.0061592
ENSG00000143590    1  154936224  155160014     93      15  154705       2.5029    0.0061592
ENSG00000169242    1  154999936  155207333     81      11  158464       1.7164     0.043048
ENSG00000169241    1  155007820  155211329     76      10  158610       1.3794     0.083893
ENSG00000179085    1  155012367  155213071     73       9  158495       1.2582      0.10416
ENSG00000163463    1  155041884  155245951     71       8  158637       1.0651      0.14342
ENSG00000273088    1  155041885  155259748     77       8  158852       1.1838      0.11825
ENSG00000163462    1  155045873  155257447     75       8  158784        1.172       0.1206
ENSG00000185499    1  155058300  155262707     74       8  159115       1.2283      0.10967
ENSG00000169231    1  155065379  155278842     73       8  159084       1.2509      0.10548
ENSG00000173171    1  155078490  155283615     70       7  158984       1.2309      0.10918
ENSG00000177628    1  155104243  155314490     62       6  159019        1.303     0.096292
ENSG00000160767    1  155116996  155325274     57       6  158839       1.3651     0.086115
ENSG00000116521    1  155125770  155332221     55       5  158783       1.3803     0.083746
ENSG00000176444    1  155132659  155348282     55       5  158173       1.4323      0.07603
ENSG00000143630    1  155147374  155359639     47       4  157706       1.5801     0.057043
ENSG00000143627    1  155159630  155371225     41       3  158049       1.5573     0.059699
ENSG00000160752    1  155178539  155390457     36       2  158610       1.6205     0.052565
ENSG00000160753    1  155190687  155400905     36       2  158610       1.6205     0.052565
ENSG00000116539    1  155205059  155632598     59       3  157409       2.0305     0.021154
ENSG00000125459    1  155479979  155818153     37       4  146713       2.0991     0.017904
ENSG00000163374    1  155529237  155758791     21       3  146298       2.1676     0.015094
ENSG00000132676    1  155557751  155808801     26       3  144276       1.9563     0.025214
ENSG00000116580    1  155619508  155929191     63       6  150248       2.9468    0.0016054
ENSG00000132718    1  155729300  155954990     59       6  152737       3.1614   0.00078507
ENSG00000143622    1  155767599  155981195     60       6  155017       3.2803   0.00051844
ENSG00000132680    1  155782834  156004191     63       6  156328       3.4011   0.00033563
ENSG00000173080    1  155811480  156012625     63       6  156887       3.4331   0.00029833
ENSG00000116584    1  155816630  156076861     81      10  156994       3.5125   0.00022199
ENSG00000163479    1  155878839  156090750     68      10  157574       3.5406   0.00019961
ENSG00000160803    1  155905092  156123585     70      13  156206       3.2481   0.00058088
ENSG00000116586    1  155924543  156128301     66      12  155890         3.18   0.00073638
ENSG00000132698    1  155930951  156140295     68      13  156284       3.1086   0.00094004
ENSG00000254726    1  155941804  156151789     70      15  156431       3.0941   0.00098695
ENSG00000160789    1  155952364  156209880     91      19  157244        2.617    0.0044354
ENSG00000196189    1  156017157  156247543     96      21  157743       1.5902       0.0559
ENSG00000160785    1  156063880  156282587     96      18  158850       1.3437     0.089522
ENSG00000260238    1  156082773  156313123    102      16  159000       1.3682     0.085625
ENSG00000160783    1  156082784  156312874    102      16  159000       1.3682     0.085625
ENSG00000242252    1  156111753  156313112     86      13  160510       1.2983     0.097084
ENSG00000160781    1  156113206  156317881     88      12  160530       1.3018     0.096491
ENSG00000198952    1  156119015  156352620    101      15  160602       1.1975      0.11555
ENSG00000163472    1  156152726  156362976     93      13  160699       0.9914      0.16075
ENSG00000198715    1  156159880  156365463     92      13  160731       1.0082      0.15669
ENSG00000189030    1  156168415  156369428     92      13  160731      0.94684      0.17186
ENSG00000163468    1  156178759  156437664    104      17  160082       1.0889      0.13809
ENSG00000163467    1  156207105  156416786     83      13  160721       1.1305      0.12912
ENSG00000132677    1  156239003  156455011     77      14  159962       1.5953     0.055326
ENSG00000125462    1  156274042  156500493     73      19  158739       2.3014     0.010685
ENSG00000116604    1  156333519  156570620    101      20  158357       1.3955     0.081427
ENSG00000183856    1  156395197  156642396    106      16  158860       1.4927     0.067758
ENSG00000187862    1  156449519  156656562     99      15  159137       1.3066     0.095671
ENSG00000163382    1  156461554  156664091     97      14  159377       1.0365      0.14998
ENSG00000160818    1  156464279  156671288     96      14  159645       1.0472      0.14749
ENSG00000132702    1  156489086  156695517     92      14  159868      0.64868      0.25827
ENSG00000132692    1  156511182  156729324     97      17  159897      0.54515      0.29283
ENSG00000132688    1  156538555  156747189     87      17  159744      0.53603      0.29597
ENSG00000143320    1  156569398  156775608     73      18  160248      0.74805      0.22722
ENSG00000143319    1  156591683  156798591     69      16  160181      0.95907      0.16876
ENSG00000143303    1  156598234  156806752     73      16  159847       1.2168      0.11184
ENSG00000143314    1  156607095  156811382     72      15  159826       1.2209      0.11107
ENSG00000143321    1  156611899  156836717     72      15  159826       1.2024      0.11461
ENSG00000143294    1  156620402  156870607     76      17  159909       1.1165       0.1321
ENSG00000027869    1  156676035  156886654     66      14  159267        0.788      0.21535
ENSG00000198400    1  156685432  156951642     98      18  159664       3.0011    0.0013452
ENSG00000027644    1  156709855  156928810     75      16  160274       2.9318    0.0016853
ENSG00000187800    1  156763490  156986226     83      12  160368       3.2009   0.00068498
ENSG00000160838    1  156790442  157002886     75      10  160257       3.2137   0.00065509
ENSG00000132694    1  156804632  157115162    126      20  158982       3.2851   0.00050972
ENSG00000253831    1  156961836  157169600     85      18  158769       2.2635     0.011802
ENSG00000117036    1  156990983  157208266     99      22  159141       1.3745     0.084636
ENSG00000143297    1  157383167  157622310    134      22  160540      0.76795      0.22126
ENSG00000163518    1  157443539  157667870    119      17  159842      0.76588      0.22187
ENSG00000160856    1  157544111  157770647     90      10  160184      -1.7804      0.96249
ENSG00000132704    1  157615523  157846922     86      12  160291      -1.0891      0.86194
ENSG00000163534    1  157664193  157889895     79      12  161079     -0.92527      0.82259
ENSG00000073754    1  157700704  157968046     97      19  160513     -0.25959      0.60241
ENSG00000183853    1  157863063  158170052    166      44  159958       1.2651      0.10292
ENSG00000158473    1  158049737  158254686     91      17  160833      0.49874      0.30898
ENSG00000158477    1  158123927  158328059     62      10  160813       0.7373      0.23047
ENSG00000158481    1  158159576  158363420     60      10  156726       1.2634      0.10323
ENSG00000158485    1  158197741  158401321     64      13  156135       1.8847     0.029737
