GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000198885    2   96891069   97094091     39       5  482730      0.37148      0.35514
ENSG00000121152    2   96901525   97139583     45       7  482730      0.14724      0.44147
ENSG00000196843    2   97102480   97318375     49       8  482730     -0.11457      0.54561
ENSG00000114982    2   97158907   97408524     62      12  481053       1.6851     0.045984
ENSG00000114988    2   97271666   97505801     42      10  480254       3.3588   0.00039145
ENSG00000158158    2   97326639   97577628     57      10  480612       3.3295   0.00043496
ENSG00000168763    2   97381982   97599648     50       9  482395       3.1352   0.00085879
ENSG00000163126    2   97390263   97623671     61      11  482455        2.838    0.0022697
ENSG00000213337    2   97402348   97623832     59      11  482446       2.7385    0.0030864
ENSG00000168758    2   97425453   97636494     58      10  482441       2.5263    0.0057632
ENSG00000168754    2   97441620   97784175     76      11  482289        1.928     0.026926
ENSG00000144199    2   97649320   97860619     17       2  482730     -0.60738       0.7282
ENSG00000135976    2   97679233   98030258     21       3  482730     -0.57672      0.71793
ENSG00000135940    2   98162503   98364846     32       5  480635      0.17674      0.42986
ENSG00000115073    2   98172431   98380570     39       6  481011      0.11321      0.45493
ENSG00000115085    2   98230023   98456325     58       8  481285      0.47134       0.3187
ENSG00000075568    2   98272799   98712388    106      12  480120      0.86482      0.19357
ENSG00000168658    2   98603579   99029762    145      24  479167       1.1416       0.1268
ENSG00000222000    2   98847852   99072468     75      12  479529      0.99044      0.16098
ENSG00000144191    2   98862618   99115064     78      14  479652      0.85093      0.19741
ENSG00000040933    2   98961317   99310853    105      11  480444      0.65518      0.25618
ENSG00000183513    2   99115773   99324978     67       7  482480      0.35892      0.35983
ENSG00000115446    2   99125042   99334978     69       7  482487      0.40512      0.34269
ENSG00000071073    2   99135569   99447589     96      14  481352      0.67562      0.24964
ENSG00000196872    2   99310309   99652722     97      13  476221        1.215      0.11219
ENSG00000135951    2   99513724   99871427     89       8  472391      0.51753      0.30239
ENSG00000273045    2   99657948   99867950     53       5  472824  -0.00071647      0.50029
ENSG00000241962    2   99657948  100039204    109      10  473265      0.53529      0.29623
ENSG00000144182    2   99671418   99879620     58       5  472015     0.012058      0.49519
ENSG00000273155    2   99671461   99911761     68       6  473591      0.18134      0.42805
ENSG00000158411    2   99677890   99897521     61       6  472542     0.006934      0.49723
ENSG00000185414    2   99697542   99914089     65       6  473169      0.13427      0.44659
ENSG00000185674    2   99758709   99971745     59       7  474115      0.54201      0.29391
ENSG00000144214    2   99800701  100021205     66       8  476998      0.87079      0.19194
ENSG00000115514    2   99835445  100057165     73       8  473045      0.86851      0.19256
ENSG00000158417    2   99853816  100117789     90       8  475946      0.79701      0.21272
ENSG00000135945    2   99916938  100206497     90      11  470064      0.87173      0.19168
ENSG00000144218    2  100062323  100859201    277      31  438350       1.8505     0.032118
ENSG00000170500    2  100789753  101039195    127      13  475324        2.227     0.012973
ENSG00000269383    2  100886705  101087007    120      15  454781       2.2973       0.0108
ENSG00000115526    2  100908327  101134118    140      18  436182       2.5233    0.0058128
ENSG00000204640    2  100986944  101199742    130      18  416313       2.3416    0.0095997
ENSG00000115539    2  101079152  101293197     99      13  387215       1.7682     0.038517
ENSG00000170485    2  101336614  101713291    206      47  466159       2.5678    0.0051172
ENSG00000071082    2  101518177  101740494    137      29  469848       1.8217     0.034247
ENSG00000204634    2  101524079  101969328    197      40  473436       2.3625    0.0090754
ENSG00000158435    2  101769264  101986778     66      12  477425       2.2316     0.012821
ENSG00000163162    2  101787681  102025163     77      13  477026        2.111     0.017386
ENSG00000175874    2  101862013  102104057    100      17  471938       1.6198     0.052641
ENSG00000196460    2  101913823  102191165    111      21  445735       1.5958     0.055266
ENSG00000071054    2  102213312  102611149    110      17  458393       3.6622   0.00012502
ENSG00000233404    2  102408955  102611150     64       9  480844       3.3556   0.00039597
ENSG00000115590    2  102508306  102745006    136      22  465604       2.5079    0.0060722
ENSG00000115594    2  102581004  102896334    213      36  466569      0.80735      0.20973
ENSG00000115598    2  102703433  102956462    158      26  467267     -0.65199      0.74279
ENSG00000115602    2  102827962  103068497    149      19  481240       1.0871      0.13849
ENSG00000115604    2  102827989  103115218    181      23  481225      0.91566      0.17992
ENSG00000115607    2  102935149  103169025    164      18  481598       0.9113      0.18107
ENSG00000180251    2  102989762  103250431    160      20  474842      0.63455      0.26286
ENSG00000115616    2  103136166  103427777    144      24  421834      0.69089      0.24482
ENSG00000135953    2  103232299  103453347     99      16  399775      0.78938      0.21495
ENSG00000170417    2  103253367  103560352    111      19  397722      0.79245      0.21405
ENSG00000198914    2  105371969  105576929     66      11  397517      0.82553      0.20454
ENSG00000135972    2  105554441  105816418    107      19  418678     -0.47552      0.68279
ENSG00000135973    2  105758200  105959924    116      29  443414     -0.76035      0.77648
ENSG00000268556    2  105767759  105969601    115      28  445739     -0.70559      0.75978
ENSG00000135966    2  105780871  106046491    156      38  436107     -0.89821      0.81546
ENSG00000268809    2  105782490  105982585    121      29  448433     -0.74132      0.77075
ENSG00000135974    2  105853816  106065668    125      29  437826      -1.5073      0.93414
ENSG00000115641    2  105874169  106154970    179      44  416896      -1.2777      0.89933
ENSG00000071051    2  106261354  106610730    216      40  378600     -0.76216      0.77702
ENSG00000119147    2  106579702  106794615    129      29  400992      -1.3189       0.9064
ENSG00000115652    2  106609759  106910795    144      31  410951      -1.3139      0.90555
ENSG00000153165    2  106921446  107184832     49      15  393267     -0.26365      0.60397
ENSG00000269000    2  106999728  107203848     33      10  387699    -0.094699      0.53772
ENSG00000144057    2  107318056  107603564    145      25  404652      -1.4339       0.9242
ENSG00000196862    2  108343388  108607297     63      13  395683      0.18357      0.42717
ENSG00000115665    2  108502979  108730450     87      18  389645    -0.055337      0.52206
ENSG00000196228    2  108763651  108981807    113      20  434102     -0.22041      0.58722
ENSG00000198203    2  108805095  109026371    115      23  445797     -0.42354      0.66405
ENSG00000198075    2  108894367  109104513     90      20  437560     -0.36105      0.64097
ENSG00000135968    2  108965017  109225871     75      10  431963     -0.56279      0.71321
ENSG00000169756    2  109050857  109403702     63       7  406913     -0.30167      0.61855
ENSG00000153201    2  109235937  109502267     37       5  421561     -0.49176      0.68856
ENSG00000163006    2  109303213  109601933     83      13  426044      0.21342       0.4155
ENSG00000135960    2  109410927  109705828    112      24  407706       1.0246      0.15278
ENSG00000172985    2  109645804  110362207    252      39  388170     -0.55546      0.71071
ENSG00000186522    2  110200559  110471783     75      15  432822      -1.7544      0.96032
ENSG00000198142    2  110271911  110476563     64      12  438866      -1.7335       0.9585
ENSG00000015568    2  110450335  110715272     10       3  378755      0.78103      0.21739
ENSG00000144063    2  110741447  110974143     51       4  459318       1.1389      0.12736
ENSG00000144061    2  110779888  111062643     58       4  454973       1.1293      0.12938
ENSG00000183054    2  111171389  111434762      5       1  378755      -1.2816          0.9
ENSG00000169679    2  111295275  111535691     17       4  398286      0.76915       0.2209
ENSG00000153093    2  111390150  111975799    275      41  465733      0.65705      0.25557
ENSG00000153094    2  111776955  112026024    130      26  463067      0.54258      0.29371
ENSG00000153107    2  112423848  112742267     86      14  466910     -0.13585      0.55403
ENSG00000153208    2  112556056  112887138    144      15  476847      -1.1423      0.87334
ENSG00000153214    2  112712800  112976895    142      18  478250     -0.71896      0.76392
ENSG00000144152    2  112795962  113045791    103      16  475167      0.59015      0.27755
ENSG00000144161    2  112869102  113112713     88      13  476606      0.86848      0.19257
ENSG00000188177    2  112933171  113197640     62       8  477369        1.143      0.12653
ENSG00000169629    2  113027669  113292065     46       7  475708       1.0898       0.1379
ENSG00000114999    2  113139731  113399316     68      13  477598      0.73899      0.22996
ENSG00000125630    2  113199492  113434635     79      14  478313      0.41573       0.3388
ENSG00000125611    2  113241817  113446852     74      13  480422     -0.14051      0.55587
ENSG00000144136    2  113303434  113521404     82      16  480328     -0.64982       0.7421
ENSG00000144130    2  113379063  113600456     91      17  481809      0.54942      0.29136
ENSG00000169607    2  113393930  113622254     91      17  481809      0.69861       0.2424
ENSG00000115008    2  113431492  113642167     83      15  481922      0.91749      0.17944
ENSG00000125538    2  113487328  113694480    104      15  482408      0.77048      0.22051
ENSG00000125571    2  113570548  113776459    108      13  482575      0.80585      0.21017
ENSG00000136688    2  113630780  113843242    166      21  482528      0.32918      0.37101
ENSG00000136694    2  113663038  113865621    174      23  482537      0.31297      0.37715
ENSG00000136696    2  113679668  113910444    199      25  481935      0.32417       0.3729
ENSG00000136695    2  113716215  113922959    177      23  481249      0.12943      0.44851
ENSG00000136697    2  113725547  113933427    175      23  478527       0.1093      0.45648
ENSG00000136689    2  113764791  113991593    181      27  464429      0.11331      0.45489
ENSG00000125637    2  113814902  114066973    189      32  445222     -0.13506      0.55372
ENSG00000125618    2  113873574  114136527    146      31  413428     -0.29562      0.61624
ENSG00000136682    2  114095268  114353766     34       8  417552     -0.23026      0.59106
ENSG00000238091    2  114104992  114305429     26       6  421201     -0.47651      0.68315
ENSG00000184492    2  114156661  114358728      4       2  430743      -0.7395       0.7702
ENSG00000144134    2  114284806  114500973     43       7  403963     -0.86318      0.80598
ENSG00000115084    2  114362588  114614400     89      14  403681     -0.72408      0.76549
ENSG00000115091    2  114547537  114820173     97      17  382775     -0.32342      0.62681
ENSG00000175497    2  115099876  116703328    568      80  420751       1.1516      0.12475
ENSG00000088205    2  118472226  118689955    112      19  399494      0.44029      0.32986
ENSG00000125633    2  118573054  118871709    133      18  411665      0.50148      0.30802
ENSG00000125629    2  118746028  118968573    108      25  430997      0.65891      0.25498
ENSG00000163064    2  119499747  119705254    122      28  405394    -0.095619      0.53809
ENSG00000019169    2  119599742  119852236    119      29  414466      -1.3999      0.91923
ENSG00000144119    2  119813819  120016465    127      27  401309      -1.8503      0.96786
ENSG00000115107    2  119881384  120123228    133      28  411837     -0.86934      0.80767
ENSG00000186132    2  119959801  120224404    154      29  417018     -0.41826      0.66212
ENSG00000155368    2  120024497  120230126    103      18  430271     -0.37121      0.64476
ENSG00000171227    2  120087477  120296096    105      19  410987    -0.039404      0.51572
ENSG00000080293    2  120097419  120382070    117      23  417313     0.079144      0.46846
ENSG00000163075    2  120202008  120519827    100      20  433594      0.44798      0.32709
ENSG00000144120    2  120336743  120544083     51       8  478061      0.70659      0.23991
ENSG00000088179    2  120417207  120841394    103       8  470262      -0.3365      0.63175
ENSG00000115109    2  120670581  121036695     81       7  466627     -0.79618      0.78704
ENSG00000226479    2  120878854  121080984     43       5  467442      0.12671      0.44959
ENSG00000144118    2  120897640  121152289     65      13  432111      0.43191       0.3329
ENSG00000163083    2  121003719  121209384     63      19  402447       1.3354     0.090867
ENSG00000268194    2  121121911  121323697     87      30  408147       1.6086     0.053852
ENSG00000074047    2  121393199  121850229    179      40  402584      -2.3756      0.99124
ENSG00000115112    2  121874163  122142783    104      29  383432       1.0429      0.14851
ENSG00000074054    2  121995352  122507163    131      11  427770      0.27553      0.39145
ENSG00000155438    2  122384521  122594499     55      12  407044       1.0761      0.14093
ENSG00000211460    2  122394679  122625429     70      16  398759        1.416     0.078393
ENSG00000155052    2  124682864  125772864    461      79  392277     0.090088      0.46411
ENSG00000136732    2  127313509  127554246    106      27  391005      -2.3914      0.99161
ENSG00000237524    2  127556472  127759673     98      17  411132      0.32367      0.37309
ENSG00000136717    2  127705603  127964931    143      36  429977       1.1013      0.13539
ENSG00000186684    2  127841696  128077654    119      25  442601       1.6121     0.053469
ENSG00000163161    2  127914866  128151752     88      13  450217       1.4588     0.072308
ENSG00000169967    2  127956306  128246041    102      13  467337      0.97056      0.16588
ENSG00000115718    2  128076003  128286822     80      12  462147     0.096766      0.46146
ENSG00000163166    2  128093783  128384462    111      16  462278     -0.53399      0.70333
ENSG00000169994    2  128193378  128495304    133      22  445502     -0.50527      0.69331
ENSG00000072163    2  128295956  128539360     89      17  437735     0.014893      0.49406
ENSG00000144230    2  128303439  128510213     77      15  437087      0.10341      0.45882
ENSG00000136709    2  128358596  128668761    114      18  428252      0.67058      0.25124
ENSG00000173349    2  128358597  128561385     76      13  428278      0.20983       0.4169
ENSG00000144231    2  128503840  128715731     68      13  425391      0.82432      0.20488
ENSG00000144233    2  128519204  128743496     72      14  428137      0.79894      0.21216
ENSG00000136715    2  128598791  128885694     95      18  436074       1.6073     0.053991
ENSG00000136731    2  128748774  129053251    113      21  423050       1.9176     0.027581
ENSG00000136720    2  128894290  129176151    110      26  396257       1.7597     0.039231
ENSG00000222014    2  130637235  130840311     41       9  395689      0.38164      0.35136
ENSG00000196604    2  130731108  130986795     20       3  388315       1.1513       0.1248
ENSG00000152076    2  130796860  131002707     10       1  399550       1.1869      0.11763
ENSG00000136699    2  130808981  131040323     21       2  437371        1.424     0.077221
ENSG00000152082    2  130839310  131048302     23       2  441316       1.4723     0.070473
ENSG00000152086    2  130849318  131056034     28       2  448711       1.5521     0.060318
ENSG00000136710    2  130995814  131199922     40       4  447681       1.3994     0.080853
ENSG00000136718    2  130999798  131205383     40       4  447681       1.3994     0.080853
ENSG00000072135    2  131013580  131232982     36       3  447141       1.4549     0.072849
ENSG00000196834    2  131117028  131367239      5       1  375403     -0.52645      0.70071
ENSG00000222038    2  131269054  131515664      4       1  452898      -3.4255      0.99969
ENSG00000173302    2  131386643  131587909     24       5  468769      0.21562      0.41464
ENSG00000178171    2  131413008  131625707     34       8  446019      0.12866      0.44881
ENSG00000136002    2  131494489  131904836    117      25  411375       1.3275     0.092165
ENSG00000152102    2  131705449  131951033     63      10  395127       1.3113     0.094873
ENSG00000115762    2  131762420  132211282     87      12  389441       2.1579     0.015468
ENSG00000188219    2  131875882  132122965     20       3  388458       1.6249     0.052092
ENSG00000178206    2  131944330  132150127     10       2  385490       1.7344     0.041427
ENSG00000173272    2  132122473  132350316     61       8  398647       1.8646      0.03112
ENSG00000075886    2  132133666  132340507     58       8  399676       1.8747     0.030417
ENSG00000163040    2  132185248  132391239     43       6  401365       1.4777     0.069739
ENSG00000197927    2  132379948  132624973     33       8  378755    0.0093206      0.49628
ENSG00000186825    2  132452534  132659234     19       6  378755     -0.36894      0.64391
ENSG00000163046    2  132805164  133115542      7       2  432484      -1.3793       0.9161
ENSG00000183840    2  133074147  133504132    213      44  403970      -0.9549      0.83019
ENSG00000150551    2  133302426  133529152    114      24  401732     0.079352      0.46838
ENSG00000176771    2  133329374  134426034    493     101  403871      0.34444      0.36526
ENSG00000269686    2  133774577  133976625    103      22  386212     -0.69591      0.75676
ENSG00000152127    2  134777554  135312192    306      49  423362       2.1636     0.015248
ENSG00000152128    2  135113330  135576570    196      35  461784       4.7846   8.5652e-07
ENSG00000153086    2  135496117  135759604     78       8  482300       5.0387   2.3435e-07
ENSG00000082258    2  135575805  135816912     75       8  482283       4.3767   6.0242e-06
ENSG00000176601    2  135622061  135905038     81      10  482109       3.9573   3.7906e-05
ENSG00000115839    2  135709835  136033964    100       9  482227       1.7421     0.040743
ENSG00000121988    2  135794486  136388806    150       6  482507      0.10378      0.45867
ENSG00000048991    2  136189025  136582840     64       8  482468      0.12789      0.44912
ENSG00000144224    2  136399189  136642625     35       7  482251     -0.91813      0.82072
ENSG00000115850    2  136445410  136694750     36       7  482265     -0.14643      0.55821
ENSG00000076003    2  136497196  136733996     34       6  482730      0.41939      0.33747
ENSG00000115866    2  136564247  136843670     37       9  477743      0.43348      0.33233
ENSG00000121966    2  136771919  136975735     46      12  451772      -1.1673      0.87845
ENSG00000144229    2  137423115  138535287    543      65  413299      -1.1791      0.88082
ENSG00000150540    2  138621590  138873930    124      20  391631    -0.054355      0.52167
ENSG00000144228    2  139159371  139431117     87      15  387931     -0.45746      0.67633
ENSG00000144227    2  139328342  139637918    137      31  378510     0.044427      0.48228
ENSG00000168702    2  140888992  142989270   1097     143  405038      -2.6062      0.99542
ENSG00000115919    2  143535067  143899890    124      22  426539      -0.5099      0.69494
ENSG00000075884    2  143748931  144625921    339      61  396603      0.16414      0.43481
ENSG00000121964    2  144595635  145190135    147      33  396344     -0.16739      0.56647
ENSG00000169554    2  145041648  145382147     88      27  384451      0.93052      0.17605
ENSG00000121989    2  148502086  148788393     71       5  481030       2.5896     0.004804
ENSG00000115947    2  148587968  148879147     62       5  479311       2.4195    0.0077713
ENSG00000204406    2  148678580  149375805    195      32  413094       1.8351     0.033245
ENSG00000135999    2  149302009  149645130     96      14  403582     -0.89597      0.81487
ENSG00000168280    2  149532819  149983273    102      22  390125      -1.4597      0.92781
ENSG00000150556    2  149794621  150171776    147      28  388715      -1.0504      0.85323
ENSG00000187123    2  150086499  150430662    120      20  390941    -0.069356      0.52765
ENSG00000168288    2  150326148  150544330     70       8  402380     0.012208      0.49513
ENSG00000115963    2  151224709  151495525     97      27  387884      0.55089      0.29085
ENSG00000222031    2  151757734  152005288    159      24  378123       1.0901      0.13784
ENSG00000184898    2  152004454  152218393     83      12  477757       1.0786      0.14038
ENSG00000123609    2  152026979  152246571     81      12  480111      0.85914      0.19513
ENSG00000123610    2  152114106  152336560     71      14  480631      0.21035       0.4167
ENSG00000080345    2  152166397  152464527     77      12  482227     -0.77897        0.782
ENSG00000183091    2  152241850  152691001    137      16  482080      -2.1315      0.98348
ENSG00000162980    2  152545498  152785006     83      10  479659       -1.282      0.90008
ENSG00000182389    2  152589290  153055593    179      25  455994      0.70728       0.2397
ENSG00000115145    2  152873315  153132506     81      11  432299       0.7404      0.22953
ENSG00000157827    2  153091751  153606348    233      38  407840     -0.09585      0.53818
ENSG00000196504    2  153408107  153674511    100      19  378587    -0.043612      0.51739
ENSG00000177917    2  153474407  153717767     95      16  378579      0.63142      0.26388
ENSG00000177519    2  154233852  154435322     85      22  399786      0.81356      0.20795
ENSG00000144278    2  154628426  155410361    358      57  391090     -0.87127       0.8082
ENSG00000162989    2  155454811  155814863    125      25  415903      0.54302      0.29356
ENSG00000153234    2  157080944  157298860     45       9  432454      -2.0803      0.98125
ENSG00000115159    2  157191802  157570247    103      14  416250    -0.022805       0.5091
ENSG00000268857    2  157252597  157452655     51       6  396436      0.18229      0.42768
ENSG00000136542    2  158014110  158270723     56      14  420938    -0.033047      0.51318
ENSG00000136541    2  158075137  158284225     48      14  423902     0.045662      0.48179
ENSG00000115165    2  158171131  158445473     73      17  441252       -2.836      0.99772
ENSG00000123612    2  158283279  158585517     95      23  430863     -0.68351      0.75286
ENSG00000115170    2  158492958  158832374     97      27  379808       2.5005     0.006201
ENSG00000007001    2  158633214  159092666    193      47  393954       1.1188      0.13161
ENSG00000153237    2  158927593  159413265    201      34  435379      0.10033      0.46004
ENSG00000144283    2  159213476  159639391    211      26  440205    -0.093538      0.53726
ENSG00000163331    2  159551829  159819293    130      28  429353     -0.19492      0.57727
ENSG00000115183    2  159725146  160189170    220      38  454522       -1.526       0.9365
ENSG00000196151    2  159992304  160243310    134      24  481579      -2.2146      0.98661
ENSG00000123636    2  160075490  160573203    202      35  482481      -1.9781      0.97604
ENSG00000136536    2  160469000  160727538    104      13  482408       -1.184       0.8818
ENSG00000241399    2  160525364  160754753    108      15  482420         -1.4      0.91924
ENSG00000248672    2  160528362  160861221    165      22  482026     -0.82935      0.79655
ENSG00000054219    2  160528362  160861260    165      22  482026     -0.82935      0.79655
ENSG00000153246    2  160688519  161019121    178      23  482077     -0.37037      0.64445
ENSG00000115221    2  160856177  161228399    176      25  482540       1.5848     0.056508
ENSG00000153250    2  161028662  161450305    146      19  482615       2.5857    0.0048586
ENSG00000136560    2  161893419  162192732    111      14  446655       1.0178       0.1544
ENSG00000115233    2  162064549  162368228     83      10  418427      0.11519      0.45415
ENSG00000136535    2  162172605  162382381     61       8  415200     -0.14759      0.55867
ENSG00000144290    2  162180843  162941792    264      25  401794      0.54664      0.29231
ENSG00000197635    2  162748751  163031052    114      18  416191        1.583     0.056706
ENSG00000115263    2  162899392  163108914     60      11  418024      0.62901      0.26467
ENSG00000078098    2  162927194  163201661     74       8  438370      0.49385      0.31071
ENSG00000115267    2  163023589  163275213     48       4  480131      0.38627      0.34965
ENSG00000115271    2  163075350  163328105     44       5  477532      0.37382      0.35427
ENSG00000184611    2  163127917  163795240    154      27  429835      0.12378      0.45074
ENSG00000182263    2  164349906  164692522    121      35  388055      -1.3302      0.90827
ENSG00000115290    2  165249322  165578358    117      24  445831     -0.61135      0.72952
ENSG00000082438    2  165410134  165800189    152      26  477633     -0.55373      0.71012
ENSG00000169507    2  165652696  165912035     87      19  466396     -0.12218      0.54862
ENSG00000153253    2  165844032  166160577    101      22  416897       2.1518     0.015708
ENSG00000136531    2  165995912  166348818    153      26  417730       2.3861    0.0085139
ENSG00000178662    2  166226157  166645917    152      23  424630      0.33761      0.36783
ENSG00000115339    2  166504101  166751192     86      14  479609      -1.5859      0.94362
ENSG00000123607    2  166613985  166910353    113      15  482285      -2.5034      0.99385
ENSG00000144285    2  166745670  167084523    160      21  477398     0.012845      0.49488
ENSG00000169432    2  166951695  167332503    171      32  476812       1.3073     0.095562
ENSG00000136546    2  167160083  167450757    126      22  478015     -0.28033      0.61039
ENSG00000163092    2  167644997  168216263    175      26  477666      0.55542       0.2893
ENSG00000172318    2  168575182  168830551    113      24  384030      0.74776       0.2273
ENSG00000198648    2  168710530  169204651    240      44  446127       4.4537     4.22e-06
ENSG00000172292    2  169212372  169731644    241      56  431242      -1.3877      0.91738
ENSG00000163072    2  169543049  169822024    175      29  445862    -0.024798      0.50989
ENSG00000152253    2  169590642  169869881    188      31  458142       -0.592      0.72307
ENSG00000152254    2  169657750  169866505    160      25  467232     -0.31484      0.62356
ENSG00000073734    2  169679448  169987832    193      30  472962     -0.45197      0.67435
ENSG00000073737    2  169821299  170052677    120      21  481193     -0.19632      0.57782
ENSG00000081479    2  169883619  170319195    207      48  468319     -0.45906       0.6769
ENSG00000163093    2  170235688  170482432    109      18  472298     -0.64149       0.7394
ENSG00000251569    2  170235990  170482432    109      18  472298     -0.64149       0.7394
ENSG00000239474    2  170266212  170482772    103      16  478628     -0.57176      0.71626
ENSG00000138399    2  170286259  170530385    118      15  481793     -0.61489      0.73069
ENSG00000138398    2  170340850  170597916    108      12  482265     -0.61117      0.72946
ENSG00000154479    2  170401935  170650943    110      13  482357     -0.44497      0.67183
ENSG00000144362    2  170450975  170658218     90      11  482460     -0.16697       0.5663
ENSG00000213160    2  170450998  170733499    105      14  479528     -0.12712      0.55058
ENSG00000138385    2  170548443  170768574     73      15  473621      0.35808      0.36014
ENSG00000138382    2  170566591  170781441     68      14  472952      0.47108      0.31879
ENSG00000144357    2  170583968  171040641    191      28  428119       1.4816      0.06923
ENSG00000071909    2  170934655  171611681    394      95  400226       1.5585      0.05956
ENSG00000222033    2  171468961  171671077     72      15  380358     -0.54128      0.70584
ENSG00000204335    2  171471861  171674588     72      15  380358     -0.67026      0.74865
ENSG00000204334    2  171540296  171755481     88      16  389371      -2.0835       0.9814
ENSG00000128683    2  171569723  171817661     94      16  397559      -1.9948      0.97697
ENSG00000115806    2  171684974  171923639     75      12  414800      -1.4043      0.91989
ENSG00000198586    2  171747333  172187824    130      16  402915       1.1721      0.12059
ENSG00000123600    2  172073919  172391312    113      20  391946       2.9127    0.0017915
ENSG00000115827    2  172190727  172441562    103      18  403589        1.902     0.028589
ENSG00000071967    2  172278757  172514643    109      21  401385        1.203      0.11449
ENSG00000077380    2  172443919  172704930     98      15  391898      0.65159      0.25733
ENSG00000268821    2  172460844  172667314     69      11  386873      0.42757      0.33448
ENSG00000115840    2  172540880  172964766    139      13  407778     0.094568      0.46233
ENSG00000128708    2  172678958  172948599     93      11  412576     -0.43866      0.66955
ENSG00000172878    2  172764490  173047158     92      19  407110     -0.57108      0.71603
ENSG00000144355    2  172849468  173054405     75      19  407992     -0.27766      0.60936
ENSG00000115844    2  172864167  173067628     73      19  415915       0.0456      0.48181
ENSG00000091409    2  173192082  173471181    155      31  425767       1.0843      0.13911
ENSG00000152256    2  173320101  173589823    116      16  424669      0.47257      0.31826
ENSG00000091428    2  173500002  174017621    222      49  415043     0.079534       0.4683
ENSG00000091436    2  173840163  174232738    188      39  407310     -0.43085      0.66671
ENSG00000144354    2  174119548  174333725     98      31  391259     0.084768      0.46622
ENSG00000172845    2  174671187  174930430    118      29  380972      -1.1887      0.88271
ENSG00000138430    2  174837175  175213426    153      25  387721      -2.2832      0.98879
ENSG00000217236    2  175099674  175303220     60      10  433929     -0.50838      0.69441
ENSG00000268241    2  175100601  175302151     59       9  434864     -0.47149      0.68135
ENSG00000138433    2  175112750  175360443     71      12  429774     -0.42044      0.66292
ENSG00000144306    2  175160458  175394303     70      12  420106      0.18516      0.42655
ENSG00000163328    2  175196966  175451822     84      14  408063      0.56715      0.28531
ENSG00000115935    2  175324300  175647644    122      26  390412      0.43557      0.33157
ENSG00000138435    2  175512320  175729200     76      17  392215       0.2625      0.39647
ENSG00000128656    2  175564091  175970097    132      17  388345      0.22701      0.41021
ENSG00000115966    2  175836978  176133110     85      11  409293      0.53978      0.29467
ENSG00000154518    2  175940986  176149335     65       7  422314      0.68978      0.24517
ENSG00000144320    2  176688620  176967567    125      26  408048     -0.80658      0.79005
ENSG00000174279    2  176842200  177048641    101      22  432010      0.42917       0.3339
ENSG00000128714    2  176857619  177060666    100      22  434324      0.45752      0.32365
ENSG00000170178    2  176864458  177066408     98      21  435458      0.46417      0.32126
ENSG00000128713    2  176868944  177074722    106      22  440007      0.45071       0.3261
ENSG00000128710    2  176873518  177084670    110      24  442536      0.45861      0.32326
ENSG00000128709    2  176887088  177089853    105      24  446883      0.46875      0.31962
ENSG00000175879    2  176894422  177097423    104      24  445975       0.4699      0.31921
ENSG00000128652    2  176901340  177137830    114      27  441845       0.2384      0.40578
ENSG00000170166    2  176915950  177117954    102      24  446927      0.28805      0.38665
ENSG00000128645    2  176953307  177155688    102      24  442506      0.19588      0.42235
ENSG00000128654    2  177034123  177302753     89      19  417817     -0.44219      0.67082
ENSG00000170144    2  177977291  178188686     64      12  377886     -0.41397      0.66055
ENSG00000116044    2  177992323  178357425    103      15  405920     -0.68385      0.75296
ENSG00000018510    2  178157372  178508564    141      11  450477      0.10543      0.45802
ENSG00000196659    2  178313726  178517742     98       8  465785      0.39312      0.34711
ENSG00000197557    2  178377720  178583694    133      14  457663       0.3129      0.37718
ENSG00000128655    2  178387980  179073066    329      36  454558     -0.52893      0.70157
ENSG00000155636    2  178877151  179103738     96      18  468964     -0.79195       0.7858
ENSG00000079156    2  178959208  179364160    176      34  477712     -0.44882      0.67322
ENSG00000180228    2  179196141  179416239     91      18  482178      0.49768      0.30936
ENSG00000204311    2  179216163  179426117     83      15  482124      0.68752      0.24588
ENSG00000079150    2  179228391  179443327     92      16  482001      0.63145      0.26387
ENSG00000116095    2  179245195  179481189     98      14  482046       0.6614      0.25418
ENSG00000155657    2  179290716  179795529    244      30  482387     0.022136      0.49117
ENSG00000163492    2  179594484  180014813    176      33  481938      -0.3325      0.63024
ENSG00000187231    2  179866419  180229517    128      25  432644     -0.55303      0.70988
ENSG00000144331    2  180206709  180826232    368      72  401897      -1.2021      0.88534
ENSG00000163510    2  180709603  180971840    115      25  418766      0.85134      0.19729
ENSG00000170035    2  181731975  182041312    112      18  424386      0.30634      0.37967
ENSG00000115232    2  182221929  182500914    122      22  469218      0.67104       0.2511
ENSG00000188452    2  182301403  182645392    147      24  466917      0.66898      0.25176
ENSG00000162992    2  182437815  182645603     67      13  454145      0.45877       0.3232
ENSG00000138434    2  182656560  182895465     69      14  452259       1.7423     0.040724
ENSG00000150722    2  182718968  183096125    140      25  435371      0.25113      0.40086
ENSG00000115252    2  182904763  183487919    266      30  399696       1.1064      0.13428
ENSG00000077232    2  183480999  183759191    111      16  428186      -1.0024      0.84193
ENSG00000162998    2  183598002  183831890    102      18  431531     -0.22011      0.58711
ENSG00000061676    2  183673843  184003586    130      24  405891     -0.49957      0.69131
ENSG00000162999    2  183843287  184064733     76      15  387175     -0.93653       0.8255
