# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000138395    2  202555184  202860273    137      28  451950     -0.41793   -3.4417e-15     -0.41793
ENSG00000155760    2  202799310  203003160    116      25  402722      -1.5923   -3.5527e-15      -1.5923
ENSG00000182329    2  202837978  203162585    144      26  412649     -0.45564   -3.4417e-15     -0.45564
ENSG00000116030    2  202970903  203203331     70      10  431516      0.50183   -3.4417e-15      0.50183
ENSG00000267889    2  203004292  203204435     54       8  426440      0.92335   -3.4417e-15      0.92335
ENSG00000055044    2  203030439  203268389     59       8  417579       1.2963   -3.5527e-15       1.2963
ENSG00000204217    2  203141659  203532474     88      10  410265       2.2087   -3.5527e-15       2.2087
ENSG00000138439    2  203399901  203734480     79      14  469777      0.40749   -3.4417e-15      0.40749
ENSG00000163596    2  203540690  203836708     80      13  479333       0.1577   -3.4694e-15       0.1577
ENSG00000138442    2  203639505  203979521     73      10  481306      0.31531   -3.4417e-15      0.31531
ENSG00000138380    2  203676937  203951786     57       8  480906      0.20647   -3.4694e-15      0.20647
ENSG00000144426    2  203779602  204191101     96       8  480599      0.91611   -3.4417e-15      0.91611
ENSG00000119004    2  204003663  204263009     69       7  481272       1.2409   -3.5527e-15       1.2409
ENSG00000138443    2  204092942  204412446    101       8  480228        1.283   -3.5527e-15        1.283
ENSG00000173166    2  204159068  204500133    112      15  468592        1.848   -3.5527e-15        1.848
ENSG00000178562    2  204471198  204703635     72      16  455754     -0.37824   -3.4417e-15     -0.37824
ENSG00000163599    2  204632509  204838683     90      16  462143       0.7372   -3.4417e-15       0.7372
ENSG00000163600    2  204701471  204926300    103      21  448290      0.25036   -3.4417e-15      0.25036
ENSG00000116117    2  205310516  206584886    577      83  407279     -0.49511   -3.4417e-15     -0.49511
ENSG00000118257    2  206446714  206762857    138      40  379023      0.11489   -3.4694e-15      0.11489
ENSG00000114933    2  206758445  207051027    122      18  460297     -0.14409   -3.4694e-15     -0.14409
ENSG00000023228    2  206879541  207124327     90      11  482730     -0.87599   -3.4417e-15     -0.87599
ENSG00000114942    2  206924309  207127652     72       9  482730      -1.2002   -3.5527e-15      -1.2002
ENSG00000183671    2  206940040  207182771     85      10  482533      -1.4958   -3.5527e-15      -1.4958
ENSG00000204186    2  207039387  207279148     72      11  482392      -1.1454   -3.5527e-15      -1.1454
ENSG00000269633    2  207120463  207320843     50       8  478085     -0.60299   -3.4417e-15     -0.60299
ENSG00000114948    2  207208263  207585851    163      31  476423      0.12138   -3.4694e-15      0.12138
ENSG00000232125    2  207416345  207683120    134      27  478869     -0.34043   -3.4417e-15     -0.34043
ENSG00000138400    2  207502487  207730271    116      22  473701     -0.71219   -3.4417e-15     -0.71219
ENSG00000118246    2  207530081  207757233    133      27  474754     -0.44538   -3.4417e-15     -0.44538
ENSG00000144410    2  207704278  207934198    112      24  444295     0.076361   -3.4694e-15     0.076361
ENSG00000118263    2  207838861  208131991    160      31  388065      0.57383   -3.4417e-15      0.57383
ENSG00000118260    2  208294461  208568155     94      15  431492     -0.54417   -3.4417e-15     -0.54417
ENSG00000144401    2  208345355  208590652     83      13  437229     -0.59426   -3.4417e-15     -0.59426
ENSG00000163249    2  208476264  208726563     72      21  399718       -1.491   -3.5527e-15       -1.491
ENSG00000163251    2  208527310  208734287     57      16  383933      -1.6952   -3.5527e-15      -1.6952
ENSG00000178385    2  208593027  208990284    138      27  380907      -1.0729   -3.5527e-15      -1.0729
ENSG00000118231    2  208886331  209089225    125      24  419559      -0.3365   -3.4417e-15      -0.3365
ENSG00000163254    2  208892861  209094554    124      24  420727     -0.31144   -3.4417e-15     -0.31144
ENSG00000182187    2  208907297  209110892    119      24  425985     -0.26972   -3.4417e-15     -0.26972
ENSG00000168582    2  208925464  209128300    114      24  431705     -0.20097   -3.4694e-15     -0.20097
ENSG00000188674    2  208930067  209154797    115      24  436669     -0.22256   -3.4694e-15     -0.22256
ENSG00000138413    2  209000951  209230798     93      20  459764     -0.19472   -3.4694e-15     -0.19472
ENSG00000115020    2  209030991  209323475     96      16  466309     -0.13009   -3.4694e-15     -0.13009
ENSG00000144407    2  209124438  209819227    190      32  436038     0.017862   -3.4625e-15     0.017862
ENSG00000078018    2  210188782  210698842    167      20  446011       1.2823   -3.5527e-15       1.2823
ENSG00000144406    2  210536717  210964024    117      19  439688       1.4245   -3.5527e-15       1.4245
ENSG00000197713    2  210767289  210986300     46       9  446565      0.81083   -3.4417e-15      0.81083
ENSG00000144445    2  210786147  211136107     68      10  449199      0.65928   -3.4417e-15      0.65928
ENSG00000115361    2  210952663  211190215     50       8  441207      0.40663   -3.4417e-15      0.40663
ENSG00000168530    2  211054874  211279914     56       9  419367     0.036653   -3.4625e-15     0.036653
ENSG00000115365    2  211195973  211442376     91      11  450451      -2.2987   -3.5527e-15      -2.2987
ENSG00000021826    2  211242406  211643831    175      27  452033      -2.1373   -3.5527e-15      -2.1373
ENSG00000178568    2  212140446  213503565    678     115  393790      0.73012   -3.4417e-15      0.73012
ENSG00000030419    2  213764429  214117151    170      30  415713       1.0117   -3.5527e-15       1.0117
ENSG00000144451    2  214049113  215375225    428      62  417535      -0.7543   -3.4417e-15      -0.7543
ENSG00000174453    2  215175789  215543683    169      23  394304     -0.49346   -3.4417e-15     -0.49346
ENSG00000138376    2  215490370  215774428    139      24  437501     -0.83908   -3.4417e-15     -0.83908
ENSG00000144452    2  215696266  216103151    121      27  403365     -0.12582   -3.4694e-15     -0.12582
ENSG00000138363    2  216076540  216314487    129      22  405674     -0.12414   -3.4694e-15     -0.12414
ENSG00000115414    2  216125163  216400895    152      27  402065     -0.27215   -3.4417e-15     -0.27215
ENSG00000118242    2  216709213  216998819    137      40  395397     0.055169   -3.4625e-15     0.055169
ENSG00000115425    2  216761052  217047678    143      38  394582     -0.17353   -3.4694e-15     -0.17353
ENSG00000163449    2  216846589  217067506    106      22  400264     -0.50866   -3.4417e-15     -0.50866
ENSG00000079246    2  216872187  217171026    138      23  395155     -0.33468   -3.4417e-15     -0.33468
ENSG00000144583    2  217022588  217336750    147      28  398332     0.024163   -3.4625e-15     0.024163
ENSG00000138375    2  217177137  217447776    124      23  420471      0.14481   -3.4694e-15      0.14481
ENSG00000197756    2  217262912  217543903    134      28  411801     0.033599   -3.4625e-15     0.033599
ENSG00000115457    2  217397551  217629159    117      33  380913     -0.46744   -3.4417e-15     -0.46744
ENSG00000115461    2  217436828  217660248    109      29  382910       -1.489   -3.5527e-15       -1.489
ENSG00000118245    2  217624181  217824787     95      19  397143     -0.89533   -3.4417e-15     -0.89533
ENSG00000223874    2  217635495  217836362     96      18  396776     -0.77622   -3.4417e-15     -0.77622
ENSG00000231672    2  218048742  218721316    339      51  444829      -1.2604   -3.5527e-15      -1.2604
ENSG00000079308    2  218564512  218967718    201      51  432448        1.669   -3.5527e-15        1.669
ENSG00000188282    2  218799683  219055304     88      18  440685       2.6211   -3.5527e-15       2.6211
ENSG00000180871    2  218890012  219101976     75      11  451825        2.361   -3.5527e-15        2.361
ENSG00000163464    2  218927568  219131718     73       9  466767       1.8715   -3.5527e-15       1.8715
ENSG00000163466    2  218981817  219219079     99       9  472807       1.6996   -3.5527e-15       1.6996
ENSG00000179921    2  219024219  219228582     82       7  475503       1.6886   -3.5527e-15       1.6886
ENSG00000127837    2  219028850  219234980     89       8  477240       1.6843   -3.5527e-15       1.6843
ENSG00000127838    2  219035115  219311516    115      14  478381        1.585   -3.5527e-15        1.585
ENSG00000135926    2  219038915  219257309     94       9  477587       1.6972   -3.5527e-15       1.6972
ENSG00000158428    2  219121579  219332822     91      14  479666       1.3294   -3.5527e-15       1.3294
ENSG00000018280    2  219146752  219361617     88      13  480574      0.90773   -3.4417e-15      0.90773
ENSG00000144579    2  219162979  219370664     78      13  480298      0.41598   -3.4417e-15      0.41598
ENSG00000127831    2  219183815  219418018     87      11  480164    -0.039793   -3.4625e-15    -0.039793
ENSG00000135913    2  219214974  219533084    126       8  481266      -0.9189   -3.4417e-15      -0.9189
ENSG00000144580    2  219333303  219561803     91       4  481809      -1.1789   -3.5527e-15      -1.1789
ENSG00000115556    2  219372488  219601907     87       4  481767      -1.2182   -3.5527e-15      -1.2182
ENSG00000115568    2  219402639  219624378     89       5  481977      -1.3408   -3.5527e-15      -1.3408
ENSG00000074582    2  219423487  219628166     85       5  482139      -1.3343   -3.5527e-15      -1.3343
ENSG00000163481    2  219428587  219637134     80       5  482102      -1.3625   -3.5527e-15      -1.3625
ENSG00000163482    2  219436749  219667439     86       5  482145      -1.4829   -3.5527e-15      -1.4829
ENSG00000135912    2  219475568  219720139     83       6  480596       -1.564   -3.5527e-15       -1.564
ENSG00000135929    2  219546472  219780016     61       7  475818     -0.93907   -3.4417e-15     -0.93907
ENSG00000115592    2  219587106  219796809     58       7  473668     -0.75225   -3.4417e-15     -0.75225
ENSG00000115596    2  219624544  219838955     52      10  460593     0.026263   -3.4625e-15     0.026263
ENSG00000135925    2  219645085  219864303     52      11  460593      0.14983   -3.4694e-15      0.14983
ENSG00000171450    2  219724377  219926876     48      11  464537      0.73262   -3.4417e-15      0.73262
ENSG00000163497    2  219745809  219950379     57      11  469932      0.64786   -3.4417e-15      0.64786
ENSG00000163499    2  219754911  219958143     56      10  469704      0.64782   -3.4417e-15      0.64782
ENSG00000181378    2  219767568  220006249     76      10  472911      0.64023   -3.4417e-15      0.64023
ENSG00000163501    2  219819142  220025189     75       9  475553      0.62295   -3.4417e-15      0.62295
ENSG00000187736    2  219840039  220125587    107      12  481288       0.6354   -3.4417e-15       0.6354
ENSG00000213901    2  219840051  220135549    111      12  481340      0.62198   -3.4417e-15      0.62198
ENSG00000115649    2  219936619  220142828     85      11  480915      0.77258   -3.4417e-15      0.77258
ENSG00000144567    2  219940947  220150201     86      11  480936      0.78657   -3.4417e-15      0.78657
ENSG00000158552    2  219959959  220174373     90      13  481016      0.85387   -3.4417e-15      0.85387
ENSG00000115657    2  219974490  220183712     85      13  480915      0.83537   -3.4417e-15      0.83537
ENSG00000198925    2  219974494  220194439     91      13  481035      0.77673   -3.4417e-15      0.77673
ENSG00000163516    2  219994479  220201391     87      13  481150      0.73092   -3.4417e-15      0.73092
ENSG00000163521    2  220001328  220210200     89      13  480809      0.68508   -3.4417e-15      0.68508
ENSG00000115661    2  220010177  220215059     83      13  480670       0.6345   -3.4417e-15       0.6345
ENSG00000127824    2  220014433  220242892     99      15  480833      0.58936   -3.4417e-15      0.58936
ENSG00000135924    2  220043989  220251622     88      14  478043      0.48091   -3.4417e-15      0.48091
ENSG00000054356    2  220054345  220274370     91      15  472484       0.1713   -3.4694e-15       0.1713
ENSG00000182698    2  220092131  220297899     93      15  472806     -0.14763   -3.4694e-15     -0.14763
ENSG00000123992    2  220138268  220364744    106      20  472953     -0.52566   -3.4417e-15     -0.52566
ENSG00000175084    2  220183099  220391461    100      21  472367      -1.1315   -3.5527e-15      -1.1315
ENSG00000072195    2  220199568  220463009    113      24  473559      -1.3567   -3.5527e-15      -1.3567
ENSG00000144591    2  220263589  220471710     85      17  476220      -1.8858   -3.5527e-15      -1.8858
ENSG00000072182    2  220278892  220503494     82      17  478609      -1.7687   -3.5527e-15      -1.7687
ENSG00000123989    2  220303669  220508509     68      13  476698      -1.2809   -3.5527e-15      -1.2809
ENSG00000188760    2  220308385  220515317     71      14  475410      -1.3373   -3.5527e-15      -1.3373
ENSG00000124006    2  220315451  220536581     74      15  470214      -1.4616   -3.5527e-15      -1.4616
ENSG00000123999    2  220333884  220540435     70      14  469499      -1.3152   -3.5527e-15      -1.3152
ENSG00000144589    2  220362582  220581173     82      21  436095      -1.7532   -3.5527e-15      -1.7532
ENSG00000114923    2  220392049  220606702     76      19  419028      -1.4478   -3.5527e-15      -1.4478
ENSG00000116106    2  222182747  222538922    198      37  385489      -1.8172   -3.5527e-15      -1.8172
ENSG00000135903    2  222964607  223263715    143      34  413487      -1.1036   -3.5527e-15      -1.1036
ENSG00000163081    2  223062866  223269936     78      23  397282     -0.74026   -3.4417e-15     -0.74026
ENSG00000163082    2  223189236  223525667    113      23  395970       1.5388   -3.5527e-15       1.5388
ENSG00000116120    2  223335255  223621056    129      25  395464       2.3092   -3.5527e-15       2.3092
ENSG00000124003    2  223436505  223674649    110      24  386215       2.0991   -3.5527e-15       2.0991
ENSG00000123983    2  223625652  223909357    121      24  400472     -0.50283   -3.4417e-15     -0.50283
ENSG00000152049    2  223816532  224163117    167      30  440738       1.0175   -3.5527e-15       1.0175
ENSG00000171951    2  224361658  224567221     66      16  388068       1.7399   -3.5527e-15       1.7399
ENSG00000152056    2  224516403  224802744    111      21  417467      0.35838   -3.4417e-15      0.35838
ENSG00000085449    2  224620433  224910104    134      24  425824       1.1407   -3.5527e-15       1.1407
ENSG00000135900    2  224722121  224932431    111      20  420324       1.5443   -3.5527e-15       1.5443
ENSG00000135919    2  224739829  225004036    133      28  409338       1.4778   -3.5527e-15       1.4778
ENSG00000124019    2  225143415  225366802    140      23  436391     -0.61253   -3.4417e-15     -0.61253
ENSG00000036257    2  225234867  225550110    130      17  439988      -0.2251   -3.4694e-15      -0.2251
ENSG00000135905    2  225529807  226007162    194      36  406050      0.44113   -3.4417e-15      0.44113
ENSG00000144460    2  226165364  226618734    170      29  387949        1.923   -3.5527e-15        1.923
ENSG00000169047    2  227496033  227764475    109      24  400042       -1.263   -3.5527e-15       -1.263
ENSG00000144468    2  227600297  227963931    130      14  445543     0.012651   -3.4642e-15     0.012651
ENSG00000081052    2  227767427  228128829    180      30  448090      0.16567   -3.4694e-15      0.16567
ENSG00000169031    2  227929281  228279508    185      47  449505     -0.34114   -3.4417e-15     -0.34114
ENSG00000168958    2  228089867  228322550    107      25  475372    -0.058128   -3.4625e-15    -0.058128
ENSG00000168955    2  228126872  228346711     91      19  471794      0.48302   -3.4417e-15      0.48302
ENSG00000173744    2  228236868  228525930    166      28  463900       0.7589   -3.4417e-15       0.7589
ENSG00000042304    2  228374806  228598036    145      34  453289      0.15731   -3.4694e-15      0.15731
ENSG00000135917    2  228449926  228682728    164      47  428262      -1.3505   -3.5527e-15      -1.3505
ENSG00000115009    2  228578558  228782272    117      26  422157     -0.75144   -3.4417e-15     -0.75144
ENSG00000123977    2  228635770  228889060    134      28  451468      -0.2637   -3.4417e-15      -0.2637
ENSG00000153820    2  228744666  229146361    175      33  443736     0.046144   -3.4625e-15     0.046144
ENSG00000153823    2  229615242  230236001    313      68  384666      0.28528   -3.4417e-15      0.28528
ENSG00000187957    2  230122345  230679274    246      59  378496     -0.22669   -3.4694e-15     -0.22669
ENSG00000153827    2  230528554  230887955    100      13  378420      -1.0152   -3.5527e-15      -1.0152
ENSG00000153832    2  230687018  230977825     79      17  382411     -0.20958   -3.4694e-15     -0.20958
ENSG00000163053    2  230799698  231033715     90      18  413051      0.64482   -3.4417e-15      0.64482
ENSG00000135899    2  230932009  231190444    161      31  464754      0.40376   -3.4417e-15      0.40376
ENSG00000079263    2  230967826  231323762    222      45  474103    -0.022066   -3.4625e-15    -0.022066
ENSG00000185404    2  231091899  231368447    153      31  482182      -1.1003   -3.5527e-15      -1.1003
ENSG00000067066    2  231180657  231508805    181      39  473306     -0.84614   -3.4417e-15     -0.84614
ENSG00000135932    2  231477560  231785790    139      33  399406       -1.254   -3.5527e-15       -1.254
ENSG00000135916    2  231629354  231843963     98      27  397778     -0.64041   -3.4417e-15     -0.64041
ENSG00000135898    2  231672033  231925781    126      34  415344       1.6356   -3.5527e-15       1.6356
ENSG00000173699    2  231760836  231989770    104      25  418310       1.7287   -3.5527e-15       1.7287
ENSG00000204128    2  231802205  232014434     88      17  414914       1.5341   -3.5527e-15       1.5341
ENSG00000173692    2  231821578  232137541    122      16  405091      0.98261   -3.4417e-15      0.98261
ENSG00000135914    2  231872944  232089832     89      11  407697       1.0363   -3.5527e-15       1.0363
ENSG00000135931    2  231963260  232339548    137      21  416732       -1.601   -3.5527e-15       -1.601
ENSG00000156966    2  232160254  232365875     70      16  454125      -1.8876   -3.5527e-15      -1.8876
ENSG00000233538    2  232216906  232417864     75      16  472400      -1.8875   -3.5527e-15      -1.8875
ENSG00000115053    2  232218242  232448352     88      17  473926      -1.9719   -3.5527e-15      -1.9719
ENSG00000171596    2  232287871  232495206     80      16  461516      -1.5788   -3.5527e-15      -1.5788
ENSG00000177673    2  232357575  232558994     68      15  452149      -1.4311   -3.5527e-15      -1.4311
ENSG00000269363    2  232471517  232671621     57      10  382109     -0.56931   -3.4417e-15     -0.56931
ENSG00000187514    2  232471605  232678251     60      11  381662     -0.50516   -3.4417e-15     -0.50516
ENSG00000156973    2  232497135  232750982     64       9  379856     -0.14102   -3.4694e-15     -0.14102
ENSG00000144524    2  232546381  232773963     64       8  378231      -0.0454   -3.4625e-15      -0.0454
ENSG00000163273    2  232686530  232891113     67      18  445398       0.7712   -3.4417e-15       0.7712
ENSG00000144535    2  232725955  233309060    217      29  466550      0.58108   -3.4417e-15      0.58108
ENSG00000163283    2  233143244  233347599     95      18  452528     -0.93937   -3.4417e-15     -0.93937
ENSG00000163286    2  233171553  233375424     82      19  440032      -1.0077   -3.5527e-15      -1.0077
ENSG00000163295    2  233220833  233424742     86      24  436705      -1.2178   -3.5527e-15      -1.2178
ENSG00000171551    2  233244537  233452538     90      22  441720      -1.1506   -3.5527e-15      -1.1506
ENSG00000237412    2  233285173  233490422     81      21  440646      -1.3926   -3.5527e-15      -1.3926
ENSG00000135902    2  233290703  233501377     82      22  441978      -1.4515   -3.5527e-15      -1.4515
ENSG00000196811    2  233304437  233511113     81      21  448980      -1.9634   -3.5527e-15      -1.9634
ENSG00000221944    2  233312779  233515226     76      19  453711      -2.3643   -3.5527e-15      -2.3643
ENSG00000135930    2  233314762  233548354     91      24  456108      -2.4008   -3.5527e-15      -2.4008
ENSG00000115468    2  233370767  233647491    102      24  471402      -1.7955   -3.5527e-15      -1.7955
ENSG00000204120    2  233462009  233825285    144      22  462174     -0.88978   -3.4417e-15     -0.88978
ENSG00000115474    2  233531174  233741278     81      10  471224     -0.64233   -3.4417e-15     -0.64233
ENSG00000182600    2  233621980  233843418    107      17  458410     -0.52417   -3.4417e-15     -0.52417
ENSG00000066248    2  233643396  233977982    175      36  452383      -1.0802   -3.5527e-15      -1.0802
ENSG00000222001    2  233777324  233980595    119      31  443332      -1.0574   -3.5527e-15      -1.0574
ENSG00000115488    2  233797382  233999767    120      32  450892      -1.3243   -3.5527e-15      -1.3243
ENSG00000168918    2  233824677  234216549    190      46  456851      -2.1485   -3.5527e-15      -2.1485
ENSG00000085978    2  234018697  234304320    117      19  466937      -1.6567   -3.5527e-15      -1.6567
ENSG00000130561    2  234116462  234355701    105      15  474822        -1.15   -3.5527e-15        -1.15
ENSG00000077044    2  234163153  234480750    136      18  482114      0.14544   -3.4694e-15      0.14544
ENSG00000085982    2  234284166  234575428    117      19  482300       1.0165   -3.5527e-15       1.0165
ENSG00000241635    2  234426291  234781956    330      40  478144     -0.65595   -3.4417e-15     -0.65595
ENSG00000242515    2  234445100  234781951    323      39  478096     -0.74736   -3.4417e-15     -0.74736
ENSG00000241119    2  234480499  234781946    311      37  477972     -0.86395   -3.4417e-15     -0.86395
ENSG00000244122    2  234490584  234781945    310      37  477956     -0.86002   -3.4417e-15     -0.86002
ENSG00000167165    2  234500253  234781946    305      37  477878     -0.91094   -3.4417e-15     -0.91094
ENSG00000240224    2  234521638  234781945    292      36  477662      -1.0071   -3.5527e-15      -1.0071
ENSG00000244474    2  234527424  234781945    290      37  477627      -1.0001   -3.5527e-15      -1.0001
ENSG00000243135    2  234537754  234781945    286      37  477556      -1.0437   -3.5527e-15      -1.0437
ENSG00000242366    2  234568894  234781945    268      37  477208      -1.2114   -3.5527e-15      -1.2114
ENSG00000185038    2  234584370  234842069    290      40  478018      -1.1187   -3.5527e-15      -1.1187
ENSG00000123485    2  234642062  234863212    223      42  476286     -0.95372   -3.4417e-15     -0.95372
ENSG00000144481    2  234726043  235028166    277      53  427330      -0.8632   -3.4417e-15      -0.8632
ENSG00000072080    2  234859323  235085778    181      46  387607     -0.70458   -3.4417e-15     -0.70458
ENSG00000188042    2  235301685  235505697    122      37  385326     -0.60641   -3.4417e-15     -0.60641
ENSG00000130147    2  235760617  236064358    142      46  390445     -0.70683   -3.4417e-15     -0.70683
ENSG00000157985    2  236302733  237140444    299      59  424741       1.8879   -3.5527e-15       1.8879
ENSG00000222007    2  236582499  236792031     70      12  427985     -0.10122   -3.4694e-15     -0.10122
ENSG00000168505    2  236973879  237177012     63      12  441906     -0.40289   -3.4417e-15     -0.40289
ENSG00000182177    2  237002095  237273052     87      18  446284     0.021669   -3.4625e-15     0.021669
ENSG00000132321    2  237132794  237516185    114      21  439936      0.25576   -3.4417e-15      0.25576
ENSG00000144476    2  237376430  237591001     79      21  386440      0.24384   -3.4694e-15      0.24384
ENSG00000198612    2  237893955  238109109     77      13  378537       0.3789   -3.4417e-15       0.3789
ENSG00000224132    2  238065734  238266319    112      26  427986       2.0044   -3.5527e-15       2.0044
ENSG00000163359    2  238132646  238423018    149      33  448181      0.56907   -3.4417e-15      0.56907
ENSG00000222022    2  238230063  238433919    103      21  461940     -0.62487   -3.4417e-15     -0.62487
ENSG00000115648    2  238294071  238563961    138      27  446431      -1.0461   -3.5527e-15      -1.0461
ENSG00000071677    2  238375217  238575818    115      24  441250     -0.33088   -3.4417e-15     -0.33088
ENSG00000124839    2  238382965  238610257    127      27  433825      0.23241   -3.4694e-15      0.23241
ENSG00000234949    2  238399663  238604624    115      26  431275       0.1478   -3.4694e-15       0.1478
ENSG00000124831    2  238436219  238822325    208      45  410295        1.386   -3.5527e-15        1.386
ENSG00000177483    2  238607032  238851451    122      24  399105       1.4637   -3.5527e-15       1.4637
ENSG00000132329    2  238667536  238920756    106      28  396867      0.60348   -3.4417e-15      0.60348
ENSG00000184182    2  238775469  239051236    112      20  411869     -0.32864   -3.4417e-15     -0.32864
ENSG00000258984    2  238775656  239108053    138      27  420425     -0.49221   -3.4417e-15     -0.49221
ENSG00000132330    2  238869530  239108054     93      16  439266     -0.48239   -3.4417e-15     -0.48239
ENSG00000144488    2  238908798  239141928     93      19  446322     -0.43968   -3.4417e-15     -0.43968
ENSG00000168427    2  238947363  239161588     90      22  454347     -0.44689   -3.4417e-15     -0.44689
ENSG00000178752    2  238967623  239177541     92      25  457707     -0.43436   -3.4417e-15     -0.43436
ENSG00000132323    2  238979042  239212370    103      27  461602     -0.63903   -3.4417e-15     -0.63903
ENSG00000186235    2  239033193  239240318     91      23  467229     -0.33956   -3.4417e-15     -0.33956
ENSG00000144485    2  239046908  239249303     90      22  466125      -0.2614   -3.4417e-15      -0.2614
ENSG00000132326    2  239052679  239298743    101      24  464611     0.087757   -3.4694e-15     0.087757
ENSG00000268396    2  239092329  239292498     79      18  466812      0.21957   -3.4694e-15      0.21957
ENSG00000204104    2  239129082  239409541    126      22  472583       1.5037   -3.5527e-15       1.5037
ENSG00000065802    2  239235383  239460891     98      15  471570       1.9243   -3.5527e-15       1.9243
ENSG00000233608    2  239656673  239895893     75      21  392886      0.57171   -3.4417e-15      0.57171
ENSG00000068024    2  239869864  240423348    251      66  387862      0.88091   -3.4417e-15      0.88091
ENSG00000213828    2  239983493  240184053    121      25  378478      0.73133   -3.4417e-15      0.73133
ENSG00000222020    2  240223130  240424058     76      24  395549      0.86275   -3.4417e-15      0.86275
ENSG00000196758    2  240399995  240607788    104      30  390837     -0.67564   -3.4417e-15     -0.67564
ENSG00000220256    2  240584554  240824577    115      27  380739      -1.3003   -3.5527e-15      -1.3003
ENSG00000130414    2  240731867  241064819    162      36  387076      -1.5063   -3.5527e-15      -1.5063
ENSG00000182083    2  240868841  241069906    122      24  390217      -1.3071   -3.5527e-15      -1.3071
ENSG00000221961    2  240881230  241082399    116      22  392775      -1.3004   -3.5527e-15      -1.3004
ENSG00000178586    2  240884494  241085489    121      24  393055      -1.3394   -3.5527e-15      -1.3394
ENSG00000267963    2  240953907  241164304    117      28  397271       -1.172   -3.5527e-15       -1.172
ENSG00000172428    2  240965980  241176224    112      26  398456      -1.1408   -3.5527e-15      -1.1408
ENSG00000178602    2  240978446  241183979    107      24  397433      -1.0459   -3.5527e-15      -1.0459
ENSG00000063660    2  241275088  241507493    113      26  440333     0.072416   -3.4694e-15     0.072416
ENSG00000218416    2  241288732  241496131    102      24  440859      0.22544   -3.4694e-15      0.22544
ENSG00000144504    2  241318839  241608626    147      36  464814     0.025081   -3.4625e-15     0.025081
ENSG00000188542    2  241399471  241603431    114      29  481700      0.20639   -3.4694e-15      0.20639
ENSG00000142327    2  241405221  241620789    114      29  481700      0.19367   -3.4694e-15      0.19367
ENSG00000142330    2  241426133  241657122    110      29  481510      0.24596   -3.4694e-15      0.24596
ENSG00000178623    2  241444848  241670676     99      26  481375      0.18961   -3.4694e-15      0.18961
ENSG00000185176    2  241515835  241722323     90      23  478630     -0.90566   -3.4417e-15     -0.90566
ENSG00000268822    2  241524478  241724705     84      22  478337     -0.84269   -3.4417e-15     -0.84269
ENSG00000184945    2  241531262  241737900     86      22  478244      -1.0301   -3.5527e-15      -1.0301
ENSG00000130294    2  241553181  241859725    138      24  479327      0.24033   -3.4694e-15      0.24033
ENSG00000172482    2  241707896  241919919     91      13  481440       1.3576   -3.5527e-15       1.3576
ENSG00000172478    2  241725465  241936306     93      13  480566        1.403   -3.5527e-15        1.403
ENSG00000226321    2  241758202  242032728    116      23  480083       1.6679   -3.5527e-15       1.6679
ENSG00000162804    2  241838255  242134983    132      24  480530       1.2334   -3.5527e-15       1.2334
ENSG00000122085    2  241911584  242141747    116      20  480083      0.24627   -3.4694e-15      0.24627
ENSG00000115687    2  241945514  242189679    127      23  480972   -0.0036846   -3.4634e-15   -0.0036846
ENSG00000115685    2  241988991  242223067    126      22  481931      -0.1501   -3.4694e-15      -0.1501
ENSG00000146205    2  242027924  242264792    128      22  481813     -0.45719   -3.4417e-15     -0.45719
ENSG00000115677    2  242066679  242356476    125      19  482462       -1.184   -3.5527e-15       -1.184
ENSG00000268485    2  242067319  242268850     98      16  482388     -0.96787   -3.4417e-15     -0.96787
ENSG00000168385    2  242154515  242393442     86      11  482535      -1.3693   -3.5527e-15      -1.3693
ENSG00000006607    2  242195658  242534256    117      19  482157    -0.083106   -3.4694e-15    -0.083106
ENSG00000115694    2  242332089  242549145     69      17  482001      0.69852   -3.4417e-15      0.69852
ENSG00000176720    2  242398136  242613546     56      15  481832        1.336   -3.5527e-15        1.336
ENSG00000176946    2  242423820  242676864     54      16  482215       1.6931   -3.5527e-15       1.6931
ENSG00000168397    2  242476628  242713272     40      11  482453       1.3738   -3.5527e-15       1.3738
ENSG00000168393    2  242515157  242726406     30       8  482361       1.4724   -3.5527e-15       1.4724
ENSG00000168395    2  242541450  242768893     36      13  472525     -0.37835   -3.4417e-15     -0.37835
ENSG00000180902    2  242573994  242808231     38      13  470718     -0.84169   -3.4417e-15     -0.84169
ENSG00000154252    2  242616240  242843623     39      13  459678      -1.0844   -3.5527e-15      -1.0844
ENSG00000204099    2  242649920  242858739     35      11  457044      -1.6069   -3.5527e-15      -1.6069
ENSG00000188389    2  242692033  242901060     32       9  454982      -1.4461   -3.5527e-15      -1.4461
ENSG00000188011    2  242711752  242915975     27       8  449843      -1.0891   -3.5527e-15      -1.0891
ENSG00000216921    2  242736136  242944702     26       8  444579       -1.054   -3.5527e-15       -1.054
ENSG00000134121    3     138279     551090    241      49  425180      -2.3523   -3.5527e-15      -2.3523
ENSG00000134115    3    1034260    1545901    405      92  384397     -0.54184   -3.4417e-15     -0.54184
